statsmodels	core	NoseWrapper	UNK	test	UNK=label UNK=verbose UNK=extra_argv UNK=doctests
statsmodels	stats	OLSInfluence	UNK	_res_looo	void
statsmodels	stats	OLSInfluence	UNK	summary_frame	void
statsmodels	stats	OLSInfluence	UNK	summary_table	UNK=float_fmt
statsmodels	stats		UNK	summary_table	UNK=res UNK=alpha
statsmodels	stats		UNK	_kurtosis	UNK=a
statsmodels	stats		UNK	_skew	UNK=a
statsmodels	stats	Describe	UNK	_array_typer	void
statsmodels	stats	Describe	UNK	_is_dtype_like	UNK=col
statsmodels	stats	Describe	UNK	summary	UNK=stats UNK=columns UNK=orientation
statsmodels	stats	TableDist	UNK	_critvals	UNK=n
statsmodels	stats	TableDist	UNK	prob	UNK=x UNK=n
statsmodels	stats	TableDist	UNK	crit2	UNK=prob UNK=n
statsmodels	stats	TableDist	UNK	crit	UNK=prob UNK=n
statsmodels	stats	TableDist	UNK	crit3	UNK=prob UNK=n
statsmodels	stats		UNK	proportion_confint	UNK=count UNK=nobs UNK=alpha UNK=method
statsmodels	stats		UNK	multinomial_proportions_confint	UNK=counts UNK=alpha UNK=method
statsmodels	stats		UNK	samplesize_confint_proportion	UNK=proportion UNK=half_length UNK=alpha UNK=method
statsmodels	stats		UNK	proportion_effectsize	UNK=prop1 UNK=prop2 UNK=method
statsmodels	stats		UNK	std_prop	UNK=prop UNK=nobs
statsmodels	stats		UNK	_power_ztost	UNK=mean_low UNK=var_low UNK=mean_upp UNK=var_upp
statsmodels	stats		UNK	binom_tost	UNK=count UNK=nobs UNK=low UNK=upp
statsmodels	stats		UNK	binom_tost_reject_interval	UNK=low UNK=upp UNK=nobs UNK=alpha
statsmodels	stats		UNK	binom_test_reject_interval	UNK=value UNK=nobs UNK=alpha UNK=alternative
statsmodels	stats		UNK	binom_test	UNK=count UNK=nobs UNK=prop UNK=alternative
statsmodels	stats		UNK	power_ztost_prop	UNK=low UNK=upp UNK=nobs UNK=p_alt
statsmodels	stats		UNK	_table_proportion	UNK=count UNK=nobs
statsmodels	stats		UNK	proportions_ztest	UNK=count UNK=nobs UNK=value UNK=alternative
statsmodels	stats		UNK	proportions_ztost	UNK=count UNK=nobs UNK=low UNK=upp
statsmodels	stats		UNK	proportions_chisquare	UNK=count UNK=nobs UNK=value
statsmodels	stats		UNK	proportions_chisquare_allpairs	UNK=count UNK=nobs UNK=multitest_method
statsmodels	stats		UNK	proportions_chisquare_pairscontrol	UNK=count UNK=nobs UNK=value UNK=multitest_method
statsmodels	stats		UNK	_calc_nodewise_row	UNK=exog UNK=idx UNK=alpha
statsmodels	stats		UNK	_calc_nodewise_weight	UNK=exog UNK=nodewise_row UNK=idx UNK=alpha
statsmodels	stats		UNK	_calc_approx_inv_cov	UNK=nodewise_row_l UNK=nodewise_weight_l
statsmodels	stats	RegularizedInvCovariance	UNK	fit	UNK=alpha
statsmodels	stats		UNK	_ecdf	UNK=x
statsmodels	stats		UNK	multipletests	UNK=pvals UNK=alpha UNK=method UNK=is_sorted
statsmodels	stats		UNK	fdrcorrection	UNK=pvals UNK=alpha UNK=method UNK=is_sorted
statsmodels	stats		UNK	fdrcorrection_twostage	UNK=pvals UNK=alpha UNK=method UNK=iter
statsmodels	stats		UNK	local_fdr	UNK=zscores UNK=null_proportion UNK=null_pdf UNK=deg
statsmodels	stats	NullDistribution	UNK	pdf	UNK=zscores
statsmodels	stats	DescrStatsW	UNK	nobs	void
statsmodels	stats	DescrStatsW	UNK	sum	void
statsmodels	stats	DescrStatsW	UNK	mean	void
statsmodels	stats	DescrStatsW	UNK	demeaned	void
statsmodels	stats	DescrStatsW	UNK	sumsquares	void
statsmodels	stats	DescrStatsW	UNK	var_ddof	UNK=ddof
statsmodels	stats	DescrStatsW	UNK	std_ddof	UNK=ddof
statsmodels	stats	DescrStatsW	UNK	_var	void
statsmodels	stats	DescrStatsW	UNK	std	void
statsmodels	stats	DescrStatsW	UNK	cov	void
statsmodels	stats	DescrStatsW	UNK	corrcoef	void
statsmodels	stats	DescrStatsW	UNK	std_mean	void
statsmodels	stats	DescrStatsW	UNK	quantile	UNK=probs UNK=return_pandas
statsmodels	stats	DescrStatsW	UNK	tconfint_mean	UNK=alpha UNK=alternative
statsmodels	stats	DescrStatsW	UNK	zconfint_mean	UNK=alpha UNK=alternative
statsmodels	stats	DescrStatsW	UNK	ttest_mean	UNK=value UNK=alternative
statsmodels	stats	DescrStatsW	UNK	ttost_mean	UNK=low UNK=upp
statsmodels	stats	DescrStatsW	UNK	ztest_mean	UNK=value UNK=alternative
statsmodels	stats	DescrStatsW	UNK	ztost_mean	UNK=low UNK=upp
statsmodels	stats	DescrStatsW	UNK	get_compare	UNK=other UNK=weights
statsmodels	stats	DescrStatsW	UNK	asrepeats	void
statsmodels	stats		UNK	_tstat_generic	UNK=value1 UNK=value2 UNK=std_diff UNK=dof
statsmodels	stats		UNK	_tconfint_generic	UNK=mean UNK=std_mean UNK=dof UNK=alpha
statsmodels	stats		UNK	_zstat_generic	UNK=value1 UNK=value2 UNK=std_diff UNK=alternative
statsmodels	stats		UNK	_zstat_generic2	UNK=value UNK=std_diff UNK=alternative
statsmodels	stats		UNK	_zconfint_generic	UNK=mean UNK=std_mean UNK=alpha UNK=alternative
statsmodels	stats	CompareMeans	UNK	__init__	UNK=d1 UNK=d2
statsmodels	stats	CompareMeans	UNK	from_data	UNK=cls UNK=data1 UNK=data2 UNK=weights1
statsmodels	stats	CompareMeans	UNK	summary	UNK=use_t UNK=alpha UNK=usevar UNK=value
statsmodels	stats	CompareMeans	UNK	std_meandiff_pooledvar	void
statsmodels	stats	CompareMeans	UNK	dof_satt	void
statsmodels	stats	CompareMeans	UNK	ttest_ind	UNK=alternative UNK=usevar UNK=value
statsmodels	stats	CompareMeans	UNK	ztest_ind	UNK=alternative UNK=usevar UNK=value
statsmodels	stats	CompareMeans	UNK	tconfint_diff	UNK=alpha UNK=alternative UNK=usevar
statsmodels	stats	CompareMeans	UNK	zconfint_diff	UNK=alpha UNK=alternative UNK=usevar
statsmodels	stats	CompareMeans	UNK	ttost_ind	UNK=low UNK=upp UNK=usevar
statsmodels	stats	CompareMeans	UNK	ztost_ind	UNK=low UNK=upp UNK=usevar
statsmodels	stats		UNK	ttest_ind	UNK=x1 UNK=x2 UNK=alternative UNK=usevar
statsmodels	stats		UNK	ttost_ind	UNK=x1 UNK=x2 UNK=low UNK=upp
statsmodels	stats		UNK	ttost_paired	UNK=x1 UNK=x2 UNK=low UNK=upp
statsmodels	stats		UNK	ztest	UNK=x1 UNK=x2 UNK=value UNK=alternative
statsmodels	stats		UNK	zconfint	UNK=x1 UNK=x2 UNK=value UNK=alpha
statsmodels	stats		UNK	ztost	UNK=x1 UNK=low UNK=upp UNK=x2
statsmodels	stats.libqsturng		UNK	_isfloat	UNK=x
statsmodels	stats.libqsturng		UNK	_phi	UNK=p
statsmodels	stats.libqsturng		UNK	_ptransform	UNK=p
statsmodels	stats.libqsturng		UNK	_func	UNK=a UNK=p UNK=r UNK=v
statsmodels	stats.libqsturng		UNK	_select_ps	UNK=p
statsmodels	stats.libqsturng		UNK	_interpolate_p	UNK=p UNK=r UNK=v
statsmodels	stats.libqsturng		UNK	_select_vs	UNK=v UNK=p
statsmodels	stats.libqsturng		UNK	_interpolate_v	UNK=p UNK=r UNK=v
statsmodels	stats.libqsturng		UNK	qsturng	UNK=p UNK=r UNK=v
statsmodels	stats.libqsturng		UNK	psturng	UNK=q UNK=r UNK=v
statsmodels	duration		UNK	_kernel_cumincidence	UNK=time UNK=status UNK=exog UNK=kfunc
statsmodels	duration		UNK	_kernel_survfunc	UNK=time UNK=status UNK=exog UNK=kfunc
statsmodels	duration		UNK	_calc_survfunc_right	UNK=time UNK=status UNK=weights UNK=entry
statsmodels	duration		UNK	_calc_incidence_right	UNK=time UNK=status UNK=weights
statsmodels	duration	SurvfuncRight	UNK	plot	UNK=ax
statsmodels	duration	SurvfuncRight	UNK	quantile	UNK=p
statsmodels	duration	SurvfuncRight	UNK	quantile_ci	UNK=p UNK=alpha UNK=method
statsmodels	duration	SurvfuncRight	UNK	summary	void
statsmodels	duration	SurvfuncRight	UNK	simultaneous_cb	UNK=alpha UNK=method UNK=transform
statsmodels	duration		UNK	survdiff	UNK=time UNK=status UNK=group UNK=weight_type
statsmodels	duration		UNK	plot_survfunc	UNK=survfuncs UNK=ax
statsmodels	duration	PHSurvivalTime	UNK	__init__	UNK=time UNK=status UNK=exog UNK=strata
statsmodels	duration	PHReg	UNK	from_formula	UNK=cls UNK=formula UNK=data UNK=status
statsmodels	duration	PHReg	UNK	fit	UNK=groups
statsmodels	duration	PHReg	UNK	fit_regularized	UNK=method UNK=alpha UNK=start_params UNK=refit
statsmodels	duration	PHReg	UNK	loglike	UNK=params
statsmodels	duration	PHReg	UNK	score	UNK=params
statsmodels	duration	PHReg	UNK	hessian	UNK=params
statsmodels	duration	PHReg	UNK	breslow_loglike	UNK=params
statsmodels	duration	PHReg	UNK	efron_loglike	UNK=params
statsmodels	duration	PHReg	UNK	breslow_gradient	UNK=params
statsmodels	duration	PHReg	UNK	efron_gradient	UNK=params
statsmodels	duration	PHReg	UNK	breslow_hessian	UNK=params
statsmodels	duration	PHReg	UNK	efron_hessian	UNK=params
statsmodels	duration	PHReg	UNK	robust_covariance	UNK=params
statsmodels	duration	PHReg	UNK	score_residuals	UNK=params
statsmodels	duration	PHReg	UNK	weighted_covariate_averages	UNK=params
statsmodels	duration	PHReg	UNK	baseline_cumulative_hazard	UNK=params
statsmodels	duration	PHReg	UNK	baseline_cumulative_hazard_function	UNK=params
statsmodels	duration	PHReg	UNK	get_distribution	UNK=params
statsmodels	duration	PHRegResults	UNK	standard_errors	void
statsmodels	duration	PHRegResults	UNK	bse	void
statsmodels	duration	PHRegResults	UNK	get_distribution	void
statsmodels	duration	PHRegResults	UNK	_group_stats	UNK=groups
statsmodels	duration	PHRegResults	UNK	weighted_covariate_averages	void
statsmodels	duration	PHRegResults	UNK	score_residuals	void
statsmodels	duration	PHRegResults	UNK	baseline_cumulative_hazard	void
statsmodels	duration	PHRegResults	UNK	baseline_cumulative_hazard_function	void
statsmodels	duration	PHRegResults	UNK	schoenfeld_residuals	void
statsmodels	duration	PHRegResults	UNK	martingale_residuals	void
statsmodels	duration	PHRegResults	UNK	summary	UNK=yname UNK=xname UNK=title UNK=alpha
statsmodels	duration	rv_discrete_float	UNK	rvs	void
statsmodels	duration	rv_discrete_float	UNK	mean	void
statsmodels	duration	rv_discrete_float	UNK	var	void
statsmodels	duration	rv_discrete_float	UNK	std	void
statsmodels	nonparametric	KernelReg	UNK	_est_loc_linear	UNK=bw UNK=endog UNK=exog UNK=data_predict
statsmodels	nonparametric	KernelReg	UNK	_est_loc_constant	UNK=bw UNK=endog UNK=exog UNK=data_predict
statsmodels	nonparametric	KernelReg	UNK	aic_hurvich	UNK=bw UNK=func
statsmodels	nonparametric	KernelReg	UNK	cv_loo	UNK=bw UNK=func
statsmodels	nonparametric	KernelReg	UNK	r_squared	void
statsmodels	nonparametric	KernelReg	UNK	fit	UNK=data_predict
statsmodels	nonparametric	KernelReg	UNK	sig_test	UNK=var_pos UNK=nboot UNK=nested_res UNK=pivot
statsmodels	nonparametric	KernelReg	UNK	__repr__	void
statsmodels	nonparametric	KernelReg	UNK	_get_class_vars_type	void
statsmodels	nonparametric	KernelReg	UNK	_compute_dispersion	UNK=data
statsmodels	nonparametric	KernelCensoredReg	UNK	__repr__	void
statsmodels	nonparametric	KernelCensoredReg	UNK	_est_loc_linear	UNK=bw UNK=endog UNK=exog UNK=data_predict
statsmodels	nonparametric	KernelCensoredReg	UNK	cv_loo	UNK=bw UNK=func
statsmodels	nonparametric	KernelCensoredReg	UNK	fit	UNK=data_predict
statsmodels	nonparametric	TestRegCoefC	UNK	_compute_test_stat	UNK=Y UNK=X
statsmodels	nonparametric	TestRegCoefC	UNK	_compute_lambda	UNK=Y UNK=X
statsmodels	nonparametric	TestRegCoefC	UNK	_compute_se_lambda	UNK=Y UNK=X
statsmodels	nonparametric	TestRegCoefC	UNK	_compute_sig	void
statsmodels	nonparametric	TestRegCoefD	UNK	_compute_test_stat	UNK=Y UNK=X
statsmodels	nonparametric	TestRegCoefD	UNK	_compute_sig	void
statsmodels	nonparametric	TestRegCoefD	UNK	_est_cond_mean	void
statsmodels	nonparametric		UNK	_select_sigma	UNK=X
statsmodels	nonparametric		UNK	bw_scott	UNK=x UNK=kernel
statsmodels	nonparametric		UNK	bw_silverman	UNK=x UNK=kernel
statsmodels	nonparametric		UNK	bw_normal_reference	UNK=x UNK=kernel
statsmodels	nonparametric		UNK	select_bandwidth	UNK=x UNK=bw UNK=kernel
statsmodels	nonparametric		UNK	_compute_min_std_IQR	UNK=data
statsmodels	nonparametric		UNK	_compute_subset	UNK=class_type UNK=data UNK=bw UNK=co
statsmodels	nonparametric	GenericKDE	UNK	_compute_bw	UNK=bw
statsmodels	nonparametric	GenericKDE	UNK	_compute_dispersion	UNK=data
statsmodels	nonparametric	GenericKDE	UNK	_get_class_vars_type	void
statsmodels	nonparametric	GenericKDE	UNK	_compute_efficient	UNK=bw
statsmodels	nonparametric	GenericKDE	UNK	_set_defaults	UNK=defaults
statsmodels	nonparametric	GenericKDE	UNK	_normal_reference	void
statsmodels	nonparametric	GenericKDE	UNK	_set_bw_bounds	UNK=bw
statsmodels	nonparametric	GenericKDE	UNK	_cv_ml	void
statsmodels	nonparametric	GenericKDE	UNK	_cv_ls	void
statsmodels	nonparametric		UNK	_adjust_shape	UNK=dat UNK=k_vars
statsmodels	nonparametric		UNK	gpke	UNK=bw UNK=data UNK=data_predict UNK=var_type
statsmodels	nonparametric	KDEMultivariate	UNK	__repr__	void
statsmodels	nonparametric	KDEMultivariate	UNK	loo_likelihood	UNK=bw UNK=func
statsmodels	nonparametric	KDEMultivariate	UNK	pdf	UNK=data_predict
statsmodels	nonparametric	KDEMultivariate	UNK	cdf	UNK=data_predict
statsmodels	nonparametric	KDEMultivariate	UNK	imse	UNK=bw
statsmodels	nonparametric	KDEMultivariate	UNK	_get_class_vars_type	void
statsmodels	nonparametric	KDEMultivariateConditional	UNK	__repr__	void
statsmodels	nonparametric	KDEMultivariateConditional	UNK	loo_likelihood	UNK=bw UNK=func
statsmodels	nonparametric	KDEMultivariateConditional	UNK	pdf	UNK=endog_predict UNK=exog_predict
statsmodels	nonparametric	KDEMultivariateConditional	UNK	cdf	UNK=endog_predict UNK=exog_predict
statsmodels	nonparametric	KDEMultivariateConditional	UNK	imse	UNK=bw
statsmodels	nonparametric	KDEMultivariateConditional	UNK	_get_class_vars_type	void
statsmodels	nonparametric		UNK	lowess	UNK=endog UNK=exog UNK=frac UNK=it
statsmodels	nonparametric		UNK	aitchison_aitken	UNK=h UNK=Xi UNK=x UNK=num_levels
statsmodels	nonparametric		UNK	wang_ryzin	UNK=h UNK=Xi UNK=x
statsmodels	nonparametric		UNK	gaussian	UNK=h UNK=Xi UNK=x
statsmodels	nonparametric		UNK	gaussian_convolution	UNK=h UNK=Xi UNK=x
statsmodels	nonparametric		UNK	aitchison_aitken_reg	UNK=h UNK=Xi UNK=x
statsmodels	nonparametric		UNK	wang_ryzin_reg	UNK=h UNK=Xi UNK=x
statsmodels	nonparametric	KDEUnivariate	UNK	fit	UNK=kernel UNK=bw UNK=fft UNK=weights
statsmodels	nonparametric	KDEUnivariate	UNK	cdf	void
statsmodels	nonparametric	KDEUnivariate	UNK	cumhazard	void
statsmodels	nonparametric	KDEUnivariate	UNK	sf	void
statsmodels	nonparametric	KDEUnivariate	UNK	entropy	void
statsmodels	nonparametric	KDEUnivariate	UNK	icdf	void
statsmodels	nonparametric	KDEUnivariate	UNK	evaluate	UNK=point
statsmodels	nonparametric		UNK	kdensity	UNK=X UNK=kernel UNK=bw UNK=weights
statsmodels	nonparametric		UNK	kdensityfft	UNK=X UNK=kernel UNK=bw UNK=weights
statsmodels	nonparametric		UNK	forrt	UNK=X UNK=m
statsmodels	nonparametric		UNK	revrt	UNK=X UNK=m
statsmodels	nonparametric		UNK	silverman_transform	UNK=bw UNK=M UNK=RANGE
statsmodels	nonparametric		UNK	counts	UNK=x UNK=v
statsmodels	nonparametric		UNK	_lowess_initial_fit	UNK=x_copy UNK=y_copy UNK=k UNK=n
statsmodels	nonparametric		UNK	_lowess_wt_standardize	UNK=weights UNK=new_entries UNK=x_copy_i UNK=width
statsmodels	nonparametric		UNK	_lowess_robustify_fit	UNK=x_copy UNK=y_copy UNK=fitted UNK=weights
statsmodels	nonparametric		UNK	_lowess_update_nn	UNK=x UNK=cur_nn UNK=i
statsmodels	nonparametric		UNK	_lowess_tricube	UNK=t
statsmodels	nonparametric		UNK	_lowess_mycube	UNK=t
statsmodels	nonparametric		UNK	_lowess_bisquare	UNK=t
statsmodels	genmod	CovStruct	UNK	initialize	UNK=model
statsmodels	genmod	CovStruct	UNK	update	UNK=params
statsmodels	genmod	CovStruct	UNK	covariance_matrix	UNK=endog_expval UNK=index
statsmodels	genmod	CovStruct	UNK	covariance_matrix_solve	UNK=expval UNK=index UNK=stdev UNK=rhs
statsmodels	genmod	CovStruct	UNK	summary	void
statsmodels	genmod	Nested	UNK	initialize	UNK=model
statsmodels	genmod	Nested	UNK	summary	void
statsmodels	genmod	GlobalOddsRatio	UNK	pooled_odds_ratio	UNK=tables
statsmodels	genmod	GlobalOddsRatio	UNK	observed_crude_oddsratio	void
statsmodels	genmod	GlobalOddsRatio	UNK	get_eyy	UNK=endog_expval UNK=index
statsmodels	genmod	GlobalOddsRatio	UNK	update	UNK=params
statsmodels	genmod	Equivalence	UNK	_make_pairs	UNK=i UNK=j
statsmodels	genmod	ParameterConstraint	UNK	offset_increment	void
statsmodels	genmod	ParameterConstraint	UNK	reduced_exog	void
statsmodels	genmod	ParameterConstraint	UNK	restore_exog	void
statsmodels	genmod	ParameterConstraint	UNK	unpack_param	UNK=params
statsmodels	genmod	ParameterConstraint	UNK	unpack_cov	UNK=bcov
statsmodels	genmod	GEE	UNK	cluster_list	UNK=array
statsmodels	genmod	GEE	UNK	estimate_scale	void
statsmodels	genmod	GEE	UNK	mean_deriv	UNK=exog UNK=lin_pred
statsmodels	genmod	GEE	UNK	mean_deriv_exog	UNK=exog UNK=params UNK=offset_exposure
statsmodels	genmod	GEE	UNK	update_cached_means	UNK=mean_params
statsmodels	genmod	GEE	UNK	_covmat	void
statsmodels	genmod	GEE	UNK	predict	UNK=params UNK=exog UNK=offset UNK=exposure
statsmodels	genmod	GEE	UNK	_handle_constraint	UNK=mean_params UNK=bcov
statsmodels	genmod	GEE	UNK	_update_assoc	UNK=params
statsmodels	genmod	GEE	UNK	_derivative_exog	UNK=params UNK=exog UNK=transform UNK=dummy_idx
statsmodels	genmod	GEEResults	UNK	standard_errors	UNK=cov_type
statsmodels	genmod	GEEResults	UNK	resid	void
statsmodels	genmod	GEEResults	UNK	resid_split	void
statsmodels	genmod	GEEResults	UNK	resid_centered	void
statsmodels	genmod	GEEResults	UNK	resid_centered_split	void
statsmodels	genmod	GEEResults	UNK	fittedvalues	void
statsmodels	genmod	GEEResults	UNK	conf_int	UNK=alpha UNK=cols UNK=cov_type
statsmodels	genmod	GEEResults	UNK	summary	UNK=yname UNK=xname UNK=title UNK=alpha
statsmodels	genmod	GEEResults	UNK	get_margeff	UNK=at UNK=method UNK=atexog UNK=dummy
statsmodels	genmod	GEEResults	UNK	plot_isotropic_dependence	UNK=ax UNK=xpoints UNK=min_n
statsmodels	genmod	GEEResults	UNK	sensitivity_params	UNK=dep_params_first UNK=dep_params_last UNK=num_steps
statsmodels	genmod	OrdinalGEE	UNK	setup_ordinal	UNK=endog UNK=exog UNK=groups UNK=time
statsmodels	genmod	OrdinalGEEResults	UNK	plot_distribution	UNK=ax UNK=exog_values
statsmodels	genmod	NominalGEE	UNK	setup_nominal	UNK=endog UNK=exog UNK=groups UNK=time
statsmodels	genmod	NominalGEE	UNK	mean_deriv	UNK=exog UNK=lin_pred
statsmodels	genmod	NominalGEE	UNK	mean_deriv_exog	UNK=exog UNK=params UNK=offset_exposure
statsmodels	genmod	NominalGEEResults	UNK	plot_distribution	UNK=ax UNK=exog_values
statsmodels	genmod	_MultinomialLogit	UNK	inverse	UNK=lpr
statsmodels	genmod	GEEMargins	UNK	summary_frame	UNK=alpha
statsmodels	genmod	GEEMargins	UNK	conf_int	UNK=alpha
statsmodels	genmod	GEEMargins	UNK	summary	UNK=alpha
statsmodels	genmod	GLM	UNK	initialize	void
statsmodels	genmod	GLM	UNK	loglike_mu	UNK=mu UNK=scale
statsmodels	genmod	GLM	UNK	loglike	UNK=params UNK=scale
statsmodels	genmod	GLM	UNK	score_obs	UNK=params UNK=scale
statsmodels	genmod	GLM	UNK	score	UNK=params UNK=scale
statsmodels	genmod	GLM	UNK	score_factor	UNK=params UNK=scale
statsmodels	genmod	GLM	UNK	hessian_factor	UNK=params UNK=scale UNK=observed
statsmodels	genmod	GLM	UNK	hessian	UNK=params UNK=scale UNK=observed
statsmodels	genmod	GLM	UNK	information	UNK=params UNK=scale
statsmodels	genmod	GLM	UNK	score_test	UNK=params_constrained UNK=k_constraints UNK=exog_extra UNK=observed
statsmodels	genmod	GLM	UNK	_update_history	UNK=tmp_result UNK=mu UNK=history
statsmodels	genmod	GLM	UNK	estimate_scale	UNK=mu
statsmodels	genmod	GLM	UNK	estimate_tweedie_power	UNK=mu UNK=method UNK=low UNK=high
statsmodels	genmod	GLM	UNK	predict	UNK=params UNK=exog UNK=exposure UNK=offset
statsmodels	genmod	GLM	UNK	get_distribution	UNK=params UNK=scale UNK=exog UNK=exposure
statsmodels	genmod	GLM	UNK	fit	UNK=start_params UNK=maxiter UNK=method UNK=tol
statsmodels	genmod	GLM	UNK	_fit_gradient	UNK=start_params UNK=method UNK=maxiter UNK=tol
statsmodels	genmod	GLM	UNK	_fit_irls	UNK=start_params UNK=maxiter UNK=tol UNK=scale
statsmodels	genmod	GLM	UNK	fit_regularized	UNK=method UNK=alpha UNK=start_params UNK=refit
statsmodels	genmod	GLM	UNK	fit_constrained	UNK=constraints UNK=start_params
statsmodels	genmod	GLMResults	UNK	summary	UNK=yname UNK=xname UNK=title UNK=alpha
statsmodels	genmod	GLMResults	UNK	summary2	UNK=yname UNK=xname UNK=title UNK=alpha
statsmodels	genmod	PredictionResults	UNK	t_test	UNK=value UNK=alternative
statsmodels	genmod	PredictionResults	UNK	conf_int	UNK=method UNK=alpha
statsmodels	genmod		UNK	get_prediction_glm	UNK=exog UNK=transform UNK=weights UNK=row_labels
statsmodels	genmod		UNK	params_transform_univariate	UNK=params UNK=cov_params UNK=link UNK=transform
statsmodels	genmod.families	Link	UNK	__call__	UNK=p
statsmodels	genmod.families	Link	UNK	inverse	UNK=z
statsmodels	genmod.families	Link	UNK	deriv	UNK=p
statsmodels	genmod.families	Link	UNK	deriv2	UNK=p
statsmodels	genmod.families	Link	UNK	inverse_deriv	UNK=z
statsmodels	genmod.families	Logit	UNK	_clean	UNK=p
statsmodels	genmod.families	Logit	UNK	__call__	UNK=p
statsmodels	genmod.families	Logit	UNK	inverse	UNK=z
statsmodels	genmod.families	Logit	UNK	deriv	UNK=p
statsmodels	genmod.families	Logit	UNK	inverse_deriv	UNK=z
statsmodels	genmod.families	Logit	UNK	deriv2	UNK=p
statsmodels	genmod.families	Power	UNK	__call__	UNK=p
statsmodels	genmod.families	Power	UNK	inverse	UNK=z
statsmodels	genmod.families	Power	UNK	deriv	UNK=p
statsmodels	genmod.families	Power	UNK	deriv2	UNK=p
statsmodels	genmod.families	Power	UNK	inverse_deriv	UNK=z
statsmodels	genmod.families	Log	UNK	__call__	UNK=p
statsmodels	genmod.families	Log	UNK	inverse	UNK=z
statsmodels	genmod.families	Log	UNK	deriv	UNK=p
statsmodels	genmod.families	Log	UNK	deriv2	UNK=p
statsmodels	genmod.families	Log	UNK	inverse_deriv	UNK=z
statsmodels	genmod.families	CDFLink	UNK	__call__	UNK=p
statsmodels	genmod.families	CDFLink	UNK	inverse	UNK=z
statsmodels	genmod.families	CDFLink	UNK	deriv	UNK=p
statsmodels	genmod.families	CDFLink	UNK	deriv2	UNK=p
statsmodels	genmod.families	CDFLink	UNK	inverse_deriv	UNK=z
statsmodels	genmod.families	cauchy	UNK	deriv2	UNK=p
statsmodels	genmod.families	CLogLog	UNK	__call__	UNK=p
statsmodels	genmod.families	CLogLog	UNK	inverse	UNK=z
statsmodels	genmod.families	CLogLog	UNK	deriv	UNK=p
statsmodels	genmod.families	CLogLog	UNK	deriv2	UNK=p
statsmodels	genmod.families	CLogLog	UNK	inverse_deriv	UNK=z
statsmodels	genmod.families	NegativeBinomial	UNK	__call__	UNK=p
statsmodels	genmod.families	NegativeBinomial	UNK	inverse	UNK=z
statsmodels	genmod.families	NegativeBinomial	UNK	deriv	UNK=p
statsmodels	genmod.families	NegativeBinomial	UNK	deriv2	UNK=p
statsmodels	genmod.families	NegativeBinomial	UNK	inverse_deriv	UNK=z
statsmodels	genmod.families	Family	UNK	_setlink	UNK=link
statsmodels	genmod.families	Family	UNK	_getlink	void
statsmodels	genmod.families	Family	UNK	starting_mu	UNK=y
statsmodels	genmod.families	Family	UNK	weights	UNK=mu
statsmodels	genmod.families	Family	UNK	deviance	UNK=endog UNK=mu UNK=freq_weights UNK=scale
statsmodels	genmod.families	Family	UNK	resid_dev	UNK=endog UNK=mu UNK=freq_weights UNK=scale
statsmodels	genmod.families	Family	UNK	fitted	UNK=lin_pred
statsmodels	genmod.families	Family	UNK	predict	UNK=mu
statsmodels	genmod.families	Family	UNK	loglike	UNK=endog UNK=mu UNK=freq_weights UNK=scale
statsmodels	genmod.families	Family	UNK	resid_anscombe	UNK=endog UNK=mu
statsmodels	genmod.families	Poisson	UNK	_clean	UNK=x
statsmodels	genmod.families	Poisson	UNK	resid_dev	UNK=endog UNK=mu UNK=scale
statsmodels	genmod.families	Poisson	UNK	deviance	UNK=endog UNK=mu UNK=freq_weights UNK=scale
statsmodels	genmod.families	Poisson	UNK	loglike	UNK=endog UNK=mu UNK=freq_weights UNK=scale
statsmodels	genmod.families	Poisson	UNK	resid_anscombe	UNK=endog UNK=mu
statsmodels	genmod.families	Gaussian	UNK	resid_dev	UNK=endog UNK=mu UNK=scale
statsmodels	genmod.families	Gaussian	UNK	deviance	UNK=endog UNK=mu UNK=freq_weights UNK=scale
statsmodels	genmod.families	Gaussian	UNK	loglike	UNK=endog UNK=mu UNK=freq_weights UNK=scale
statsmodels	genmod.families	Gaussian	UNK	resid_anscombe	UNK=endog UNK=mu
statsmodels	genmod.families	Gamma	UNK	_clean	UNK=x
statsmodels	genmod.families	Gamma	UNK	deviance	UNK=endog UNK=mu UNK=freq_weights UNK=scale
statsmodels	genmod.families	Gamma	UNK	resid_dev	UNK=endog UNK=mu UNK=scale
statsmodels	genmod.families	Gamma	UNK	loglike	UNK=endog UNK=mu UNK=freq_weights UNK=scale
statsmodels	genmod.families	Gamma	UNK	resid_anscombe	UNK=endog UNK=mu
statsmodels	genmod.families	Binomial	UNK	starting_mu	UNK=y
statsmodels	genmod.families	Binomial	UNK	initialize	UNK=endog UNK=freq_weights
statsmodels	genmod.families	Binomial	UNK	deviance	UNK=endog UNK=mu UNK=freq_weights UNK=scale
statsmodels	genmod.families	Binomial	UNK	resid_dev	UNK=endog UNK=mu UNK=scale
statsmodels	genmod.families	Binomial	UNK	loglike	UNK=endog UNK=mu UNK=freq_weights UNK=scale
statsmodels	genmod.families	Binomial	UNK	resid_anscombe	UNK=endog UNK=mu
statsmodels	genmod.families	InverseGaussian	UNK	resid_dev	UNK=endog UNK=mu UNK=scale
statsmodels	genmod.families	InverseGaussian	UNK	deviance	UNK=endog UNK=mu UNK=freq_weights UNK=scale
