core	NoseWrapper	test	label verbose extra_argv doctests	run tests for module using nose %(test_header)s
sandbox.panel		S_all_hac	x d nlags	hac independent of categorical group membership
sandbox.panel		S_within_hac	x d nlags groupidx	hac for observations within a categorical group
sandbox.panel		S_white	x d	simple white heteroscedasticity robust covariance
sandbox.panel		sum_outer_product_loop	x group_iter	sum outerproduct dot(x_i x_i t) over individuals
sandbox.panel		sum_outer_product_balanced	x n_groups	sum outerproduct dot(x_i x_i t) over individuals
sandbox.panel		whiten_individuals_loop	x transform group_iter	apply linear transform for each individual
sandbox.panel	ShortPanelGLS	fit_iterative	maxiter	perform an iterative two-step procedure to estimate the gls model
sandbox.tools	LeaveOneOut	__init__	n	leave-one-out cross validation iterator provides train/test indexes to split data in train test sets
sandbox.tools	LeavePOut	__init__	n p	leave-p-out cross validation iterator provides train/test indexes to split data in train test sets
sandbox.tools	KFold	__init__	n k	k-folds cross validation iterator provides train/test indexes to split data in train test sets
sandbox.tools	LeaveOneLabelOut	__init__	labels	leave-one-label_out cross validation provides train/test indexes to split data in train test sets
sandbox.tools		split	train_indexes test_indexes	for each arg return a train and test subsets defined by indexes provided
sandbox.tools	KStepAhead	__init__	n k start kall	kstepahead cross validation iterator provides train/test indexes to split data in train test sets
sandbox.tools		pca	data keepdim normalize demean	principal components with eigenvector decomposition similar to princomp in matlab
sandbox.tools		pcasvd	data keepdim demean	principal components with svd parameters
sandbox.tools	StatTestMC	run	nrepl statindices dgpargs statsargs	run the actual monte carlo and save results parameters
sandbox.tools	StatTestMC	histogram	idx critval	calculate histogram values does not do any plotting
sandbox.tools	StatTestMC	quantiles	idx frac	calculate quantiles of monte carlo results similar to ppf
sandbox.tools	StatTestMC	cdf	x idx	calculate cumulative probabilities of monte carlo results parameters
sandbox.tools	StatTestMC	plot_hist	idx distpdf bins ax	plot the histogram against a reference distribution
sandbox.tools	StatTestMC	summary_quantiles	idx distppf frac varnames	summary table for quantiles critical values
sandbox.tools	StatTestMC	summary_cdf	idx frac crit varnames	summary table for cumulative density function
sandbox.archive	OneTimeProperty	__init__	func	create a onetimeproperty instance
sandbox.archive	OneTimeProperty	__get__	obj type	this will be called on attribute access on the class or instance
sandbox.archive		tiny2zero	x eps	replace abs values smaller than eps by zero makes copy
sandbox.archive		loglike_ar1	x rho	loglikelihood of ar 1 process as a test case sigma_u partially hard coded
sandbox.archive		ar2transform	x arcoefs	greene eq 12-30
sandbox.archive		mvn_loglike	x sigma	loglike multivariate normal
sandbox.archive		mvn_nloglike_obs	x sigma	loglike multivariate normal
sandbox.archive		acovf_fft	x demean	autocovariance function with call to fftconvolve biased
sandbox.distributions		chi2_pdf	x df	pdf of chi-square distribution
sandbox.distributions		mvstdtprob	a b R df	probability of rectangular area of standard t distribution assumes mean is zero and r is correlation matrix
sandbox.distributions		multivariate_t_rvs	m S df n	generate random variables of multivariate t distribution
sandbox.distributions		copula_bv_indep	u v	independent bivariate copula
sandbox.distributions		copula_bv_min	u v	comonotonic bivariate copula
sandbox.distributions		copula_bv_max	u v	countermonotonic bivariate copula
sandbox.distributions		copula_bv_clayton	u v theta	clayton or cook johnson bivariate copula
sandbox.distributions		copula_bv_frank	u v theta	cook johnson bivariate copula
sandbox.distributions		copula_mv_archimedean	u transform args axis	generic multivariate archimedean copula
sandbox.distributions		copula_bv_ev	u v transform args	generic bivariate extreme value copula
sandbox.distributions		transform_tawn	t a1 a2 theta	asymmetric logistic model of tawn 1988
sandbox.distributions		transform_joe	t a1 a2 theta	asymmetric negative logistic model of joe 1990
sandbox.distributions		transform_tawn2	t theta k	asymmetric mixed model of tawn 1988
sandbox.distributions		transform_bilogistic	t beta delta	bilogistic model of coles and tawn 1994 joe smith and weissman 1992
sandbox.distributions		transform_hr	t lamda	model of huesler reiss 1989
sandbox.distributions		transform_tev	t rho x	t-ev model of demarta and mcneil 2005
sandbox.distributions	CopulaBivariate	cdf	xy args	xx needs to be iterable instead of x y for extension to multivariate
sandbox.distributions		paramstopot	thresh shape scale	transform shape scale for peak over threshold
sandbox.distributions		meanexcess	thresh shape scale	mean excess function of genpareto
sandbox.distributions		ks_2samp	data1 data2	computes the kolmogorov-smirnof statistic on 2 samples
sandbox.distributions		kstest	rvs cdf args N	perform the kolmogorov-smirnov test for goodness of fit this performs a test of the distribution g x of an observed
sandbox.distributions	GOF	wsqu		cramer von mises
sandbox.distributions	GOF	asqu		stephens 1974 doesn't have p-value formula for a^2
sandbox.distributions		asquare	cdfvals axis	vectorized anderson darling a^2 stephens 1974
sandbox.distributions		bootstrap	distr args nobs nrep	monte carlo or parametric bootstrap p-values for gof
sandbox.distributions		bootstrap2	value distr args nobs	monte carlo or parametric bootstrap p-values for gof
sandbox.distributions		_fitstart	x	example method method of moment estimator as starting values
sandbox.distributions		_fitstart_beta	x fixed	method of moment estimator as starting values for beta distribution parameters
sandbox.distributions		_fitstart_poisson	x fixed	maximum likelihood estimator as starting values for poisson distribution parameters
sandbox.distributions		fit_fr	data	estimate distribution parameters by mle taking some parameters as fixed parameters
sandbox.distributions		expect	fn args loc scale	calculate expected value of a function with respect to the distribution location and scale only tested on a few examples
sandbox.distributions		expect_v2	fn args loc scale	calculate expected value of a function with respect to the distribution location and scale only tested on a few examples
sandbox.distributions		expect_discrete	fn args loc lb	calculate expected value of a function with respect to the distribution for discrete distribution
sandbox.distributions		distfitbootstrap	sample distr nrepl	run bootstrap for estimation of distribution parameters
sandbox.distributions		distfitmc	sample distr nrepl distkwds	run monte carlo for estimation of distribution parameters
sandbox.distributions		printresults	sample arg bres kind	calculate and print(bootstrap or monte carlo result
sandbox.distributions		prob_bv_rectangle	lower upper cdf	helper function for probability of a rectangle in a bivariate distribution
sandbox.distributions		prob_mv_grid	bins cdf axis	helper function for probability of a rectangle grid in a multivariate distribution
sandbox.distributions		prob_quantize_cdf	binsx binsy cdf	quantize a continuous distribution given by a cdf
sandbox.distributions		prob_quantize_cdf_old	binsx binsy cdf	quantize a continuous distribution given by a cdf
sandbox.distributions	ParametricMixtureD	__init__	mixing_dist base_dist bd_args_func bd_kwds_func	create a mixture distribution parameters
sandbox.distributions	ClippedContinuous	_get_clip_lower	kwds	helper method to get clip_lower from kwds or attribute
sandbox.distributions		mean_residual_life	x frac alpha	emprirical mean residual life or expected shortfall
sandbox.distributions		gammamomentcond	distfn params mom2 quantile	estimate distribution parameters based method of moments mean variance for distributions with 1 shape parameter and fixed loc=0
sandbox.distributions		gammamomentcond2	distfn params mom2 quantile	estimate distribution parameters based method of moments mean variance for distributions with 1 shape parameter and fixed loc=0
sandbox.distributions		momentcondunbound	distfn params mom2 quantile	moment conditions for estimating distribution parameters using method of moments uses mean variance and one quantile for distributions
sandbox.distributions		momentcondunboundls	distfn params mom2 quantile	moment conditions for estimating loc and scale of a distribution with method of moments using either 2 quantiles or 2 moments not both
sandbox.distributions		momentcondquant	distfn params mom2 quantile	moment conditions for estimating distribution parameters by matching quantiles defines as many moment conditions as quantiles
sandbox.distributions		fitbinned	distfn freq binedges start	estimate parameters of distribution function for binned data using mle parameters
sandbox.distributions		fitbinnedgmm	distfn freq binedges start	estimate parameters of distribution function for binned data using gmm parameters
sandbox.distributions		logmps	params xsorted dist	calculate negative log of product-of-spacings
sandbox.distributions		getstartparams	dist data	get starting values for estimation of distribution parameters
sandbox.distributions		fit_mps	dist data x0	estimate distribution parameters with maximum product-of-spacings
sandbox.distributions		mutualinfo_kde	y x normed	mutual information of two random variables estimated with kde
sandbox.distributions		mutualinfo_kde_2sample	y x normed	mutual information of two random variables estimated with kde
sandbox.distributions		mutualinfo_binned	y x bins normed	mutual information of two random variables estimated with kde notes
sandbox.distributions		pdf_moments_st	cnt	return the gaussian expanded pdf function given the list of central moments first one is mean
sandbox.distributions		pdf_mvsk	mvsk	return the gaussian expanded pdf function given the list of 1st 2nd moment and skew and fisher excess kurtosis
sandbox.distributions		pdf_moments	cnt	return the gaussian expanded pdf function given the list of central moments first one is mean
sandbox.distributions		mvstdnormcdf	lower upper corrcoef	standardized multivariate normal cumulative distribution function this is a wrapper for scipy
sandbox.distributions		mvnormcdf	upper mu cov lower	multivariate normal cumulative distribution function this is a wrapper for scipy
sandbox.distributions		expect_mc	dist func size	calculate expected value of function by monte carlo integration parameters
sandbox.distributions		expect_mc_bounds	dist func size lower	calculate expected value of function by monte carlo integration parameters
sandbox.distributions		bivariate_normal	x mu cov	bivariate gaussian distribution for equal shape *x*, *y*
sandbox.distributions	BivariateNormal	kl	other	kullback-leibler divergence between this and another distribution int f x (log f x - log g x dx
sandbox.distributions	MVElliptical	__init__	mean sigma	initialize instance parameters
sandbox.distributions	MVElliptical	rvs	size	random variable parameters
sandbox.distributions	MVElliptical	logpdf	x	logarithm of probability density function
sandbox.distributions	MVElliptical	cdf	x	cumulative distribution function
sandbox.distributions	MVElliptical	affine_transformed	shift scale_matrix	affine transformation define in subclass because of distribution
sandbox.distributions	MVElliptical	whiten	x	whiten the data by linear transformation parameters
sandbox.distributions	MVElliptical	pdf	x	probability density function
sandbox.distributions	MVElliptical	standardize	x	standardize the random variable i e subtract mean and whiten
sandbox.distributions	MVElliptical	standardized		return new standardized mvnormal instance
sandbox.distributions	MVElliptical	normalize	x	normalize the random variable i e subtract mean and rescale
sandbox.distributions	MVElliptical	normalized	demeaned	return a normalized distribution where sigma=corr
sandbox.distributions	MVElliptical	normalized2	demeaned	return a normalized distribution where sigma=corr
sandbox.distributions	MVElliptical	std		standard deviation square root of diagonal elements of cov
sandbox.distributions	MVElliptical	std_sigma		standard deviation square root of diagonal elements of sigma
sandbox.distributions	MVElliptical	marginal	indices	return marginal distribution for variables given by indices
sandbox.distributions	MVNormal0	whiten	x	whiten the data by linear transformation parameters
sandbox.distributions	MVNormal0	rvs	size	random variable parameters
sandbox.distributions	MVNormal0	pdf	x	probability density function
sandbox.distributions	MVNormal0	logpdf	x	logarithm of probability density function
sandbox.distributions	MVNormal	rvs	size	random variable parameters
sandbox.distributions	MVNormal	logpdf	x	logarithm of probability density function
sandbox.distributions	MVNormal	cdf	x	cumulative distribution function
sandbox.distributions	MVNormal	affine_transformed	shift scale_matrix	return distribution of an affine transform for full rank scale_matrix only
sandbox.distributions	MVNormal	conditional	indices values	return conditional distribution indices are the variables to keep the complement is the conditioning
sandbox.distributions	MVT	__init__	mean sigma df	initialize instance parameters
sandbox.distributions	MVT	rvs	size	random variables with student t distribution parameters
sandbox.distributions	MVT	logpdf	x	logarithm of probability density function
sandbox.distributions	MVT	cdf	x	cumulative distribution function
sandbox.distributions	MVT	affine_transformed	shift scale_matrix	return distribution of a full rank affine transform for full rank scale_matrix only
sandbox.stats	Runs	runs_test	correction	basic version of runs test parameters
sandbox.stats		runstest_1samp	x cutoff correction	use runs test on binary discretized data above/below cutoff parameters
sandbox.stats		runstest_2samp	x y groups correction	wald-wolfowitz runstest for two samples this tests whether two samples come from the same distribution
sandbox.stats	RunsProb	pdf	x k n p	distribution of success runs of length k or more
sandbox.stats		median_test_ksample	x groups	chisquare test for equality of median/location this tests whether all groups have the same fraction of observations
sandbox.stats		cochrans_q	x	cochran's q test for identical effect of k treatments cochran's q is a k-sample extension of the mcnemar test
sandbox.stats		mcnemar	x y exact correction	mcnemar test parameters
sandbox.stats		symmetry_bowker	table	test for symmetry of a k k square contingency table this is an extension of the mcnemar test to test the null hypothesis
sandbox.stats		get_tukeyQcrit	k df alpha	return critical values for tukey's hsd q parameters
sandbox.stats		get_tukeyQcrit2	k df alpha	return critical values for tukey's hsd q parameters
sandbox.stats		Tukeythreegene2	genes	gend is a list ie [first second third]
sandbox.stats		maxzero	x	find all up zero crossings and return the index of the highest not used anymore
sandbox.stats		maxzerodown	x	find all up zero crossings and return the index of the highest not used anymore
sandbox.stats		rejectionline	n alpha	reference line for rejection in multiple tests not used anymore
sandbox.stats		fdrcorrection_bak	pvals alpha method	reject false discovery rate correction for pvalues
sandbox.stats		mcfdr	nrepl nobs ntests ntrue	montecarlo to test fdrcorrection
sandbox.stats		randmvn	rho size standardize	create random draws from equi-correlated multivariate normal distribution
sandbox.stats		tiecorrect	xranks	should be equivalent of scipy stats tiecorrect
sandbox.stats	GroupsStats	__init__	x useranks uni intlab	descriptive statistics by groups parameters
sandbox.stats	TukeyHSDResults	summary		summary table that can be printed
sandbox.stats	TukeyHSDResults	_simultaneous_ci		compute simultaneous confidence intervals for comparison of means
sandbox.stats	TukeyHSDResults	plot_simultaneous	comparison_name ax figsize xlabel	plot a universal confidence interval of each group mean visiualize significant differences in a plot with one confidence
sandbox.stats	MultiComparison	getranks		convert data to rankdata and attach this creates rankdata as it is used for non-parametric tests where
sandbox.stats	MultiComparison	kruskal	pairs multimethod	pairwise comparison for kruskal-wallis test this is just a reimplementation of scipy
sandbox.stats	MultiComparison	allpairtest	testfunc alpha method pvalidx	run a pairwise test on all pairs with multiple test correction the statistical test given in testfunc is calculated for all pairs
sandbox.stats	MultiComparison	tukeyhsd	alpha	tukey's range test to compare means of all pairs of groups parameters
sandbox.stats		rankdata	x	rankdata equivalent to scipy stats rankdata
sandbox.stats		compare_ordered	vals alpha	simple ordered sequential comparison of means
sandbox.stats		varcorrection_unbalanced	nobs_all srange	correction factor for variance with unequal sample sizes this is just a harmonic mean
sandbox.stats		varcorrection_pairs_unbalanced	nobs_all srange	correction factor for variance with unequal sample sizes for all pairs this is just a harmonic mean
sandbox.stats		varcorrection_unequal	var_all nobs_all df_all	return joint variance from samples with unequal variances and unequal sample sizes
sandbox.stats		varcorrection_pairs_unequal	var_all nobs_all df_all	return joint variance from samples with unequal variances and unequal sample sizes for all pairs
sandbox.stats		tukeyhsd	mean_all nobs_all var_all df	simultaneous tukey hsd check instead of sorting i use absolute value of pairwise differences
sandbox.stats		simultaneous_ci	q_crit var groupnobs pairindices	compute simultaneous confidence intervals for comparison of means
sandbox.stats		distance_st_range	mean_all nobs_all var_all df	pairwise distance matrix outsourced from tukeyhsd
sandbox.stats		contrast_allpairs	nm	contrast or restriction matrix for all pairs of nm variables
sandbox.stats		contrast_all_one	nm	contrast or restriction matrix for all against first comparison
sandbox.stats		contrast_diff_mean	nm	contrast or restriction matrix for all against mean comparison
sandbox.stats		multicontrast_pvalues	tstat tcorr df dist	pvalues for simultaneous tests
sandbox.stats	StepDown	get_distance_matrix		studentized range statistic
sandbox.stats	StepDown	check_set	indices	check whether pairwise distances of indices satisfy condition
sandbox.stats	StepDown	run	alpha	main function to run the test
sandbox.stats		homogeneous_subsets	vals dcrit	recursively check all pairs of vals for minimum distance step down method as in newman-keuls and ryan procedures
sandbox.stats		set_partition	ssli	extract a partition from a list of tuples this should be correctly called select largest disjoint sets
sandbox.stats		set_remove_subs	ssli	remove sets that are subsets of another set from a list of tuples parameters
sandbox.stats		quantiles	a prob alphap betap	computes empirical quantiles for a data array
sandbox.stats		scoreatpercentile	data per limit alphap	calculate the score at the given 'per' percentile of the sequence a
sandbox.stats		plotting_positions	data alpha beta axis	returns the plotting positions or empirical percentile points for the data
sandbox.stats		plotting_positions_w1d	data weights alpha beta	weighted plotting positions or empirical percentile points for the data
sandbox.stats		edf_normal_inverse_transformed	x alpha beta axis	rank based normal inverse transformed cdf
sandbox.stats		scoreatpercentile	data percentile	return the score at the given percentile of the data
sandbox.stats		percentileofscore	data score	return the percentile-position of score relative to data
sandbox.stats		empiricalcdf	data method	return the empirical cdf
sandbox.stats	HistDist	empiricalcdf	data method	return the empirical cdf
sandbox.stats	HistDist	cdf_emp	score	this is score in dh
sandbox.stats	HistDist	ppf_emp	quantile	this is score in dh
sandbox.stats	HistDist	optimize_binning	method	find the optimal number of bins and update the bin countaccordingly
sandbox.stats		contrast_allpairs	nm	contrast or restriction matrix for all pairs of nm variables
sandbox.stats		contrast_all_one	nm	contrast or restriction matrix for all against first comparison
sandbox.stats		contrast_diff_mean	nm	contrast or restriction matrix for all against mean comparison
sandbox.stats		contrast_product	names1 names2 intgroup1 intgroup2	build contrast matrices for products of two categorical variables this is an experimental script and should be converted to a class
sandbox.stats		dummy_1d	x varname	dummy variable for id integer groups paramters
sandbox.stats		dummy_product	d1 d2 method	dummy variable from product of two dummy variables parameters
sandbox.stats		dummy_limits	d	start and endpoints of groups in a sorted dummy variable array helper function for nested categories
sandbox.stats		dummy_nested	d1 d2 method	unfinished and incomplete mainly copy past dummy_product dummy variable from product of two dummy variables
sandbox.stats	DummyTransform	__init__	d1 d2	c such that d1 c = d2 with d1 = x d2 = z
sandbox.stats	DummyTransform	dot_left	a	b = c a
sandbox.stats	DummyTransform	dot_right	x	z = x c
sandbox.stats	DummyTransform	inv_dot_left	b	a = c^{-1} b
sandbox.stats	DummyTransform	inv_dot_right	z	x = z c^{-1}
sandbox.stats		groupmean_d	x d	groupmeans using dummy variables parameters
sandbox.stats	TwoWay	r_nointer		contrast/restriction matrix for no interaction
sandbox.stats	TwoWay	ttest_interaction		ttests for no-interaction terms are zero
sandbox.stats	TwoWay	ftest_interaction		ttests for no-interaction terms are zero
sandbox.stats	CompareCox	run	results_x results_z attach	run cox test for non-nested models parameters
sandbox.stats	CompareJ	run	results_x results_z attach	run j-test for non-nested models parameters
sandbox.stats		acorr_ljungbox	x lags boxpierce	ljung-box test for no autocorrelation parameters
sandbox.stats		acorr_lm	x maxlag autolag store	lagrange multiplier tests for autocorrelation this is a generic lagrange multiplier test for autocorrelation
sandbox.stats		het_arch	resid maxlag autolag store	engle's test for autoregressive conditional heteroscedasticity arch parameters
sandbox.stats		acorr_breusch_godfrey	results nlags store	breusch godfrey lagrange multiplier tests for residual autocorrelation parameters
sandbox.stats		het_breuschpagan	resid exog_het	breusch-pagan lagrange multiplier test for heteroscedasticity the tests the hypothesis that the residual variance does not depend on
sandbox.stats		het_white	resid exog retres	white's lagrange multiplier test for heteroscedasticity parameters
sandbox.stats		_het_goldfeldquandt2_old	y x idx split	test whether variance is the same in 2 subsamples parameters
sandbox.stats	HetGoldfeldQuandt	run	y x idx split	see class docstring
sandbox.stats		linear_harvey_collier	res	harvey collier test for linearity the null hypothesis is that the regression is correctly modeled as linear
sandbox.stats		linear_rainbow	res frac	rainbow test for linearity the null hypothesis is that the regression is correctly modelled as linear
sandbox.stats		linear_lm	resid exog func	lagrange multiplier test for linearity against functional alternative limitations assumes currently that the first column is integer
sandbox.stats		_neweywestcov	resid x	did not run yet from regstats2 ::
sandbox.stats		_recursive_olsresiduals2	olsresults skip	this is my original version based on greene and references
sandbox.stats		recursive_olsresiduals	olsresults skip lamda alpha	calculate recursive ols with residuals and cusum test statistic parameters
sandbox.stats		breaks_hansen	olsresults	test for model stability breaks in parameters for ols hansen 1992 parameters
sandbox.stats		breaks_cusumolsresid	olsresidual ddof	cusum test for parameter stability based on ols residuals parameters
sandbox.stats		breaks_AP	endog exog skip	suplm explm and avelm by andrews and andrews ploberger p-values by b hansen
sandbox.stats	StatTestMC	run	nrepl statindices dgpargs statsargs	run the actual monte carlo and save results
sandbox.stats	StatTestMC	histogram	idx critval	calculate histogram values
sandbox.stats	StatTestMC	quantiles	idx frac	calculate quantiles of monte carlo results
sandbox.nonparametric		fg1	x	fan and gijbels example function 1
sandbox.nonparametric		fg1eu	x	eubank similar to fan and gijbels example function 1
sandbox.nonparametric		fg2	x	fan and gijbels example function 2
sandbox.nonparametric		func1	x	made up example with sin square
sandbox.nonparametric	_UnivariateFunction	plot	scatter ax	plot the mean function and optionally the scatter of the sample parameters
sandbox.nonparametric	NdKernel	getH		getter for kernel bandwidth h
sandbox.nonparametric	NdKernel	setH	value	setter for kernel bandwidth h
sandbox.nonparametric	NdKernel	_kernweight	x	returns the kernel weight for the independent multivariate kernel
sandbox.nonparametric	NdKernel	__call__	x	this simply returns the value of the kernel function at x
sandbox.nonparametric	CustomKernel	__init__	shape h domain norm	shape should be a function taking and returning numeric type
sandbox.nonparametric	CustomKernel	geth		getter for kernel bandwidth h
sandbox.nonparametric	CustomKernel	seth	value	setter for kernel bandwidth h
sandbox.nonparametric	CustomKernel	in_domain	xs ys x	returns the filtered xs ys based on the kernel domain centred on x
sandbox.nonparametric	CustomKernel	density	xs x	returns the kernel density estimate for point x based on x-values
sandbox.nonparametric	CustomKernel	density_var	density nobs	approximate pointwise variance for kernel density not verified
sandbox.nonparametric	CustomKernel	density_confint	density nobs alpha	approximate pointwise confidence interval for kernel density the confidence interval is centered at the estimated density and
sandbox.nonparametric	CustomKernel	smooth	xs ys x	returns the kernel smoothing estimate for point x based on x-values xs and y-values ys
sandbox.nonparametric	CustomKernel	smoothvar	xs ys x	returns the kernel smoothing estimate of the variance at point x
sandbox.nonparametric	CustomKernel	smoothconf	xs ys x alpha	returns the kernel smoothing estimate with confidence 1sigma bounds
sandbox.nonparametric	CustomKernel	L2Norm		returns the integral of the square of the kernal from -inf to inf
sandbox.nonparametric	CustomKernel	norm_const		normalising constant for kernel integral from -inf to inf
sandbox.nonparametric	CustomKernel	kernel_var		returns the second moment of the kernel
sandbox.nonparametric	CustomKernel	normal_reference_constant		constant used for silverman normal reference asymtotic bandwidth calculation
sandbox.nonparametric	CustomKernel	weight	x	this returns the normalised weight at distance x
sandbox.nonparametric	CustomKernel	__call__	x	this simply returns the value of the kernel function at x
sandbox.nonparametric	Biweight	smooth	xs ys x	returns the kernel smoothing estimate for point x based on x-values xs and y-values ys
sandbox.nonparametric	Biweight	smoothvar	xs ys x	returns the kernel smoothing estimate of the variance at point x
sandbox.nonparametric	Biweight	smoothconf_	xs ys x	returns the kernel smoothing estimate with confidence 1sigma bounds
sandbox.nonparametric	Gaussian	smooth	xs ys x	returns the kernel smoothing estimate for point x based on x-values xs and y-values ys
sandbox.nonparametric		inner_cont	polys lower upper weight	inner product of continuous function (with weight=1) parameters
sandbox.nonparametric		is_orthonormal_cont	polys lower upper rtol	check whether functions are orthonormal parameters
sandbox.nonparametric	DensityOrthoPoly	fit	x polybase order limits	estimate the orthogonal polynomial approximation to the density
sandbox.nonparametric	DensityOrthoPoly	__call__	xeval	alias for evaluate except no order argument
sandbox.nonparametric	DensityOrthoPoly	_verify		check for bona fide density correction
sandbox.nonparametric	DensityOrthoPoly	_correction	x	bona fide density correction
sandbox.nonparametric	DensityOrthoPoly	_transform	x	transform observation to the domain of the density
sandbox.nonparametric	SingleIndexModel	__repr__		provide something sane to print
sandbox.nonparametric	SemiLinear	_est_b_bw		computes the beta coefficients and the bandwidths
sandbox.nonparametric	SemiLinear	cv_loo	params	similar to the cross validation leave-one-out estimator
sandbox.nonparametric	SemiLinear	fit	exog_predict exog_nonparametric_predict	computes fitted values and marginal effects
sandbox.nonparametric	SemiLinear	__repr__		provide something sane to print
sandbox.nonparametric	KernelSmoother	predict	x	returns the kernel smoothed prediction at x if x is a real number then a single value is returned
sandbox.nonparametric	KernelSmoother	conf	x	returns the fitted curve and 1-sigma upper and lower point-wise confidence
sandbox.nonparametric	PolySmoother	df_fit		alias of df_model for backwards compatibility
sandbox.nonparametric	PolySmoother	df_model		degrees of freedom used in the fit
sandbox.nonparametric	PolySmoother	smooth		alias for fit for backwards compatibility
sandbox.nonparametric	PolySmoother	df_resid		residual degrees of freedom from last fit
sandbox.examples		_ll_nbp	y X beta alph	negative binomial log-likelihood -- type p references
sandbox.examples		_ll_nb1	y X beta alph	negative binomial regression type 1 likelihood
sandbox.examples		_ll_nb2	y X beta alph	negative binomial regression type 2 likelihood
sandbox.examples		_ll_nbt	y X beta alph	negative binomial truncated truncated densities for count models (cameron & trivedi 2005 680):
sandbox.examples		_score_nbp	y X beta thet	negative binomial score -- type p likelihood from greene 2007
sandbox.regression		data2dummy	x returnall	convert array of categories to dummy variables
sandbox.regression		data2proddummy	x	creates product dummy variables from 2 columns of 2d array
sandbox.regression		data2groupcont	x1 x2	create dummy continuous variable
sandbox.regression		anovadict	res	update regression results dictionary with anova specific statistics
sandbox.regression		form2design	ss data	convert string formula to data dictionary ss : string
sandbox.regression		dropname	ss li	drop names from a list of strings
sandbox.regression	TryCLogit	xbetas	params	these are the v_i
sandbox.regression	TryNCLogit	xbetas	params	these are the v_i
sandbox.regression	RU2NMNL	calc_prob	tree keys	walking a tree bottom-up based on dictionary
sandbox.regression		pdf	x mu sigma	return the probability density function as an expression in x
sandbox.regression		cdf	x mu sigma	return the cumulative density function as an expression in x
sandbox.regression	TheilRegressionResults	hatmatrix_diag		diag(x' xpxi x) where xpxi = (x'x + lambd * sigma_prior)^{-1}
sandbox.regression		norm_lls	y params	normal loglikelihood given observations and mean mu and variance sigma2
sandbox.regression		norm_lls_grad	y params	jacobian of normal loglikelihood wrt mean mu and variance sigma2
sandbox.regression		mean_grad	x beta	gradient/jacobian for d (x*beta)/ d beta
sandbox.regression		normgrad	y x params	jacobian of normal loglikelihood wrt mean mu and variance sigma2
sandbox.regression		tstd_lls	y params df	t loglikelihood given observations and mean mu and variance sigma2 = 1
sandbox.regression		norm_dlldy	y	derivative of log pdf of standard normal with respect to y
sandbox.regression		ts_dlldy	y df	derivative of log pdf of standardized (?) t with respect to y
sandbox.regression		tstd_pdf	x df	pdf for standardized not standard t distribution variance is one
sandbox.regression		ts_lls	y params df	t loglikelihood given observations and mean mu and variance sigma2 = 1 parameters
sandbox.regression		ts_dlldy	y df	derivative of log pdf of standard t with respect to y
sandbox.regression		tstd_dlldy	y df	derivative of log pdf of standardized t with respect to y
sandbox.regression		locscale_grad	y loc scale dlldy	derivative of log-likelihood with respect to location and scale parameters
sandbox.regression		data2dummy	x returnall	convert array of categories to dummy variables
sandbox.regression		data2proddummy	x	creates product dummy variables from 2 columns of 2d array
sandbox.regression		data2groupcont	x1 x2	create dummy continuous variable
sandbox.regression		anovadict	res	update regression results dictionary with anova specific statistics
sandbox.regression		form2design	ss data	convert string formula to data dictionary ss : string
sandbox.regression		dropname	ss li	drop names from a list of strings
sandbox.regression	OneWayLS	fitbygroups		fit ols regression for each group separately
sandbox.regression	OneWayLS	fitjoint		fit a joint fixed effects model to all observations the regression results are attached as lsjoint
sandbox.regression	OneWayLS	fitpooled		fit the pooled model which assumes there are no differences across groups
sandbox.regression	OneWayLS	ftest_summary		run all ftests on the joint model returns
sandbox.regression	OneWayLS	print_summary	res	printable string of summary
sandbox.regression	OneWayLS	lr_test		generic likelihood ration test between nested models egin{align} d & = -2(\ln( ext{likelihood for null model}) - \ln( ext{likelihood for alternative model})) \ & = -2\ln\left( rac{ ext{likelihood for null model}}{ ext{likelihood for alternative model}}
sandbox.regression		maxabs	x	just a shortcut to np abs x max()
sandbox.regression	IV2SLS	fit		estimate model using 2sls iv regression returns
sandbox.regression	IV2SLS	predict	params exog	return linear predicted values from a design matrix
sandbox.regression	IVRegressionResults	spec_hausman	dof	hausman's specification test
sandbox.regression	IVRegressionResults	summary	yname xname title alpha	summarize the regression results parameters
sandbox.regression	GMM	__init__	endog exog instrument k_moms	maybe drop and use mixin instead
sandbox.regression	GMM	fit	start_params maxiter inv_weights weights_method	estimate parameters using gmm and return gmmresults todo weight and covariance arguments still need to be made consistent
sandbox.regression	GMM	fitgmm	start weights optim_method optim_args	estimate parameters using gmm parameters
sandbox.regression	GMM	fitgmm_cu	start optim_method optim_args	estimate parameters using continuously updating gmm parameters
sandbox.regression	GMM	gmmobjective	params weights	objective function for gmm minimization
sandbox.regression	GMM	gmmobjective_cu	params weights_method wargs	objective function for continuously updating gmm minimization
sandbox.regression	GMM	fititer	start maxiter start_invweights weights_method	iterative estimation with updating of optimal weighting matrix stopping criteria are maxiter or change in parameter estimate less
sandbox.regression	GMM	calc_weightmatrix	moms weights_method wargs params	calculate omega or the weighting matrix parameters
sandbox.regression	GMM	momcond_mean	params	mean of moment conditions
sandbox.regression	GMM	gradient_momcond	params epsilon centered	gradient of moment conditions parameters
sandbox.regression	GMMResults	calc_cov_params	moms gradmoms weights use_weights	calculate covariance of parameter estimates not all options tried out yet
