orange	classification	EllipticEnvelopeClassifier	UNK	mahalanobis	UNK=observations
orange	widgets.data.utils	StandardItemModel	UNK	moveRow	UNK=sourceParent UNK=sourceRow UNK=destParent UNK=destRow
orange	widgets.data.utils	StandardItemModel	UNK	moveRows	UNK=sourceParent UNK=sourceRow UNK=count UNK=destParent
orange	widgets.data.utils	Controller	UNK	setModel	UNK=model
orange	widgets.data.utils	Controller	UNK	model	void
orange	widgets.data.utils	Controller	UNK	createWidgetFor	UNK=index
orange	widgets.data.utils	Controller	UNK	setWidgetData	UNK=widget UNK=index
orange	widgets.data.utils	Controller	UNK	setModelData	UNK=widget UNK=index
orange	widgets.data.utils	SequenceFlow	UNK	addWidget	UNK=widget UNK=title
orange	widgets.data.utils	SequenceFlow	UNK	insertWidget	UNK=index UNK=widget UNK=title
orange	widgets.data.utils	SequenceFlow	UNK	removeWidget	UNK=widget
orange	widgets.data.utils	SequenceFlow	UNK	clear	void
orange	widgets.data.utils	SequenceFlow	UNK	widgets	void
orange	widgets.data.utils	SequenceFlow	UNK	indexOf	UNK=widget
orange	widgets.data.utils	SequenceFlow	UNK	setTitle	UNK=index UNK=title
orange	widgets.unsupervised		UNK	select_rows	UNK=view UNK=row_indices UNK=command
orange	widgets.unsupervised		UNK	burt_table	UNK=data UNK=variables
orange	widgets.unsupervised		UNK	correspondence	UNK=A
orange	widgets.unsupervised	OWMDS	UNK	set_data	UNK=data
orange	widgets.unsupervised	OWMDS	UNK	set_disimilarity	UNK=matrix
orange	widgets.unsupervised	OWMDS	UNK	set_subset_data	UNK=subset_data
orange	widgets.unsupervised	OWMDS	UNK	__set_update_loop	UNK=loop
orange	widgets.unsupervised	DendrogramWidget	UNK	set_root	UNK=root
orange	widgets.unsupervised	DendrogramWidget	UNK	item	UNK=node
orange	widgets.unsupervised	DendrogramWidget	UNK	height_at	UNK=point
orange	widgets.unsupervised	DendrogramWidget	UNK	pos_at_height	UNK=height
orange	widgets.unsupervised	DendrogramWidget	UNK	_set_hover_item	UNK=item
orange	widgets.unsupervised	DendrogramWidget	UNK	leaf_items	void
orange	widgets.unsupervised	DendrogramWidget	UNK	leaf_anchors	void
orange	widgets.unsupervised	DendrogramWidget	UNK	selected_nodes	void
orange	widgets.unsupervised	DendrogramWidget	UNK	set_selected_items	UNK=items
orange	widgets.unsupervised	DendrogramWidget	UNK	set_selected_clusters	UNK=clusters
orange	widgets.unsupervised	DendrogramWidget	UNK	select_item	UNK=item UNK=state
orange	widgets.unsupervised	DendrogramWidget	UNK	_add_selection	UNK=item
orange	widgets.unsupervised	DendrogramWidget	UNK	_remove_selection	UNK=item
orange	widgets.unsupervised	DendrogramWidget	UNK	_selected_sub_items	UNK=item
orange	widgets.unsupervised	DendrogramWidget	UNK	_selected_super_item	UNK=item
orange	widgets.unsupervised	DendrogramWidget	UNK	_re_enumerate_selections	void
orange	widgets.unsupervised	DendrogramWidget	UNK	_selection_poly	UNK=item
orange	widgets.unsupervised	DendrogramWidget	UNK	_update_selection_items	void
orange	widgets.unsupervised	GraphicsSimpleTextList	UNK	clear	void
orange	widgets.unsupervised	GraphicsSimpleTextList	UNK	set_labels	UNK=labels
orange	widgets.unsupervised	GraphicsSimpleTextList	UNK	setAlignment	UNK=alignment
orange	widgets.unsupervised		UNK	clusters_at_height	UNK=root UNK=height
orange	widgets.unsupervised	OWDistances	UNK	set_data	UNK=data
orange	widgets.unsupervised	OWDistances	UNK	refresh_metrics	void
orange	widgets.unsupervised	DistanceMapItem	UNK	_cellAt	UNK=pos
orange	widgets.unsupervised	DistanceMapItem	UNK	_cellCloseTo	UNK=pos
orange	widgets.utils		UNK	get_next_name	UNK=names UNK=name
orange	widgets.utils		UNK	create_annotated_table	UNK=data UNK=selected_indices
orange	widgets.utils	ProgressBarMixin	UNK	progressBarInit	UNK=processEvents
orange	widgets.utils	ProgressBarMixin	UNK	progressBarSet	UNK=value UNK=processEvents
orange	widgets.utils	ProgressBarMixin	UNK	progressBarValue	void
orange	widgets.utils	ProgressBarMixin	UNK	progressBarAdvance	UNK=value UNK=processEvents
orange	widgets.utils	ProgressBarMixin	UNK	progressBarFinished	UNK=processEvents
orange	widgets.utils	ProgressBarMixin	UNK	progressBar	UNK=iterations
orange	widgets.utils	ScaleData	UNK	get_valid_list	UNK=indices
orange	widgets.utils	ScaleData	UNK	get_valid_indices	UNK=indices
orange	widgets.utils	ScaleScatterPlotData	UNK	get_xy_data_positions	UNK=xattr UNK=yattr UNK=filter_valid UNK=copy
orange	widgets.utils	DomainEditor	UNK	_iter_vals	UNK=x
orange	widgets.utils	DomainEditor	UNK	_to_column	UNK=x UNK=to_sparse UNK=dtype
orange	widgets.utils	DomainEditor	UNK	get_domain	UNK=domain UNK=data
orange	widgets.utils	DomainEditor	UNK	_get_column	UNK=data UNK=source_var UNK=source_place
orange	widgets.utils	DomainEditor	UNK	parse_domain	UNK=domain
orange	widgets.utils		UNK	locked	UNK=mutex
orange	widgets.utils	_TaskDepotThread	UNK	transfer	UNK=obj UNK=thread
orange	widgets.utils	_TaskRunnable	UNK	run	void
orange	widgets.utils	_Runnable	UNK	run	void
orange	widgets.utils	ThreadExecutor	UNK	submit	UNK=func
orange	widgets.utils	ThreadExecutor	UNK	shutdown	UNK=wait
orange	widgets.utils	Future	UNK	cancel	void
orange	widgets.utils	Future	UNK	cancelled	void
orange	widgets.utils	Future	UNK	done	void
orange	widgets.utils	Future	UNK	running	void
orange	widgets.utils	Future	UNK	result	UNK=timeout
orange	widgets.utils	Future	UNK	exception	UNK=timeout
orange	widgets.utils	Future	UNK	set_result	UNK=result
orange	widgets.utils	Future	UNK	set_exception	UNK=exception
orange	widgets.utils	StateChangedEvent	UNK	state	void
orange	widgets.utils	FutureWatcher	UNK	isCancelled	void
orange	widgets.utils	FutureWatcher	UNK	isDone	void
orange	widgets.utils	FutureWatcher	UNK	isRunning	void
orange	widgets.utils	FutureWatcher	UNK	isStarted	void
orange	widgets.utils	FutureWatcher	UNK	result	void
orange	widgets.utils	FutureWatcher	UNK	exception	void
orange	widgets.utils	FutureWatcher	UNK	customEvent	UNK=event
orange	widgets.utils	FutureWatcher	UNK	_stateChanged	UNK=future UNK=state
orange	widgets.utils		UNK	check_sql_input	UNK=f
orange	widgets.utils.plot	OWPlot	UNK	__init__	UNK=parent UNK=name UNK=show_legend UNK=axes
orange	widgets.utils.plot	OWPlot	UNK	map_to_graph	UNK=point UNK=axes UNK=zoom
orange	widgets.utils.plot	OWPlot	UNK	map_from_graph	UNK=point UNK=axes UNK=zoom
orange	widgets.utils.plot	OWPlot	UNK	activate_zooming	void
orange	widgets.utils.plot	OWPlot	UNK	activate_rectangle_selection	void
orange	widgets.utils.plot	OWPlot	UNK	activate_selection	void
orange	widgets.utils.plot	OWPlot	UNK	activate_polygon_selection	void
orange	widgets.utils.plot	OWPlot	UNK	activate_panning	void
orange	widgets.utils.plot	OWPlot	UNK	set_show_main_title	UNK=b
orange	widgets.utils.plot	OWPlot	UNK	set_main_title	UNK=t
orange	widgets.utils.plot	OWPlot	UNK	set_axis_labels	UNK=axis_id UNK=labels UNK=values
orange	widgets.utils.plot	OWPlot	UNK	set_axis_scale	UNK=axis_id UNK=min UNK=max UNK=step_size
orange	widgets.utils.plot	OWPlot	UNK	add_custom_curve	UNK=curve UNK=enableLegend
orange	widgets.utils.plot	OWPlot	UNK	add_curve	UNK=name UNK=brushColor UNK=penColor UNK=size
orange	widgets.utils.plot	OWPlot	UNK	set_main_curve_data	UNK=x_data UNK=y_data UNK=color_data UNK=label_data
orange	widgets.utils.plot	OWPlot	UNK	remove_curve	UNK=item
orange	widgets.utils.plot	OWPlot	UNK	add_axis	UNK=axis_id UNK=title UNK=title_above UNK=title_location
orange	widgets.utils.plot	OWPlot	UNK	remove_all_axes	UNK=user_only
orange	widgets.utils.plot	OWPlot	UNK	add_custom_axis	UNK=axis_id UNK=axis
orange	widgets.utils.plot	OWPlot	UNK	clear	void
orange	widgets.utils.plot	OWPlot	UNK	clear_markers	void
orange	widgets.utils.plot	OWPlot	UNK	update_layout	void
orange	widgets.utils.plot	OWPlot	UNK	update_zoom	void
orange	widgets.utils.plot	OWPlot	UNK	update_axes	UNK=zoom_only
orange	widgets.utils.plot	OWPlot	UNK	replot	void
orange	widgets.utils.plot	OWPlot	UNK	legend	void
orange	widgets.utils.plot	OWPlot	UNK	transform_from_rects	UNK=r1 UNK=r2
orange	widgets.utils.plot	OWPlot	UNK	add_selection	UNK=reg
orange	widgets.utils.plot	OWPlot	UNK	data_rect_for_axes	UNK=x_axis UNK=y_axis
orange	widgets.utils.plot	OWPlot	UNK	transform_for_axes	UNK=x_axis UNK=y_axis
orange	widgets.utils.plot	OWPlot	UNK	transform	UNK=axis_id UNK=value
orange	widgets.utils.plot	OWPlot	UNK	inv_transform	UNK=axis_id UNK=value
orange	widgets.utils.plot	OWPlot	UNK	set_palette	UNK=p
orange	widgets.utils.plot	OWPlot	UNK	update_theme	void
orange	widgets.utils.plot	VertexBuffer	UNK	__init__	UNK=data UNK=format_description UNK=usage
orange	widgets.utils.plot	VertexBuffer	UNK	draw	UNK=primitives UNK=first UNK=count
orange	widgets.utils.plot	OWOpenGLRenderer	UNK	set_transform	UNK=model UNK=view UNK=projection UNK=viewport
orange	widgets.utils.plot	OWOpenGLRenderer	UNK	draw_line	UNK=position0 UNK=position1 UNK=color0 UNK=color1
orange	widgets.utils.plot	OWOpenGLRenderer	UNK	draw_rectangle	UNK=position0 UNK=position1 UNK=position2 UNK=position3
orange	widgets.utils.plot	OWOpenGLRenderer	UNK	draw_triangle	UNK=position0 UNK=position1 UNK=position2 UNK=color0
orange	widgets.utils.plot	OWPlot3D	UNK	legend	void
orange	widgets.utils.plot	OWPlot3D	UNK	get_mvp	void
orange	widgets.utils.plot	OWPlot3D	UNK	set_2D_mode	void
orange	widgets.utils.plot	OWPlot3D	UNK	set_features	UNK=x_index UNK=y_index UNK=z_index UNK=color_index
orange	widgets.utils.plot	OWPlot3D	UNK	set_plot_data	UNK=data UNK=subset_data
orange	widgets.utils.plot	OWPlot3D	UNK	set_valid_data	UNK=valid_data
orange	widgets.utils.plot	OWPlot3D	UNK	set_new_zoom	UNK=min UNK=max
orange	widgets.utils.plot	OWPlot3D	UNK	zoom_out	void
orange	widgets.utils.plot	OWPlot3D	UNK	map_to_plot	UNK=point
orange	widgets.utils.plot	OWPlot3D	UNK	map_to_data	UNK=point
orange	widgets.utils.plot	OWPlot3D	UNK	get_min_max_selected	UNK=area
orange	widgets.utils.plot	OWPlot3D	UNK	get_selected_indices	void
orange	widgets.utils.plot	OWPlot3D	UNK	select_points	UNK=area UNK=behavior
orange	widgets.utils.plot	OWPlot3D	UNK	set_selection_behavior	UNK=behavior
orange	widgets.utils.plot	OWPlot3D	UNK	set_palette	UNK=p
orange	widgets.utils.plot	OWPlot3D	UNK	clear	void
orange	widgets.utils.plot	OWPlot3D	UNK	clear_plot_transformations	void
orange	widgets.utils.plot		UNK	resize_plot_item_list	UNK=lst UNK=size UNK=item_type UNK=parent
orange	widgets.utils.plot		UNK	move_item	UNK=item UNK=pos UNK=animate UNK=duration
orange	widgets.utils.plot	TooltipManager	UNK	addToolTip	UNK=x UNK=y UNK=text UNK=customX
orange	widgets.utils.plot	TooltipManager	UNK	maybeTip	UNK=x UNK=y
orange	widgets.utils.plot	TooltipManager	UNK	removeAll	void
orange	widgets.utils.plot	PolygonCurve	UNK	polygon_from_data	UNK=xData UNK=yData
orange	widgets.utils.plot	PlotGrid	UNK	set_x_enabled	UNK=b
orange	widgets.utils.plot	PlotGrid	UNK	is_x_enabled	void
orange	widgets.utils.plot	PlotGrid	UNK	set_y_enabled	UNK=b
orange	widgets.utils.plot	PlotGrid	UNK	is_y_enabled	void
orange	widgets.utils.plot	PlotGrid	UNK	set_pen	UNK=pen
orange	widgets.utils.plot	OWLegend	UNK	clear	void
orange	widgets.utils.plot	OWLegend	UNK	add_curve	UNK=curve
orange	widgets.utils.plot	OWLegend	UNK	add_item	UNK=category UNK=value UNK=point
orange	widgets.utils.plot	OWLegend	UNK	remove_category	UNK=category
orange	widgets.utils.plot	OWLegend	UNK	update_items	void
orange	widgets.utils.plot	OWLegend	UNK	set_orientation	UNK=orientation
orange	widgets.utils.plot	OWLegend	UNK	set_floating	UNK=floating UNK=pos
orange	widgets.utils.plot	OWPlotGUI	UNK	_check_box	UNK=widget UNK=value UNK=label UNK=cb_name
orange	widgets.utils.plot	OWPlotGUI	UNK	antialiasing_check_box	UNK=widget
orange	widgets.utils.plot	OWPlotGUI	UNK	show_legend_check_box	UNK=widget
orange	widgets.utils.plot	OWPlotGUI	UNK	animations_check_box	UNK=widget
orange	widgets.utils.plot	OWPlotGUI	UNK	point_size_slider	UNK=widget
orange	widgets.utils.plot	OWPlotGUI	UNK	alpha_value_slider	UNK=widget
orange	widgets.utils.plot	OWPlotGUI	UNK	color_value_combo	UNK=widget
orange	widgets.utils.plot	OWPlotGUI	UNK	shape_value_combo	UNK=widget
orange	widgets.utils.plot	OWPlotGUI	UNK	size_value_combo	UNK=widget
orange	widgets.utils.plot	OWPlotGUI	UNK	label_value_combo	UNK=widget
orange	widgets.utils.plot	OWPlotGUI	UNK	point_properties_box	UNK=widget UNK=box
orange	widgets.utils.plot	OWPlotGUI	UNK	plot_settings_box	UNK=widget UNK=box
orange	widgets.utils.plot	OWPlotGUI	UNK	create_box	UNK=ids UNK=widget UNK=box UNK=name
orange	widgets.utils.plot	OWPlotGUI	UNK	tool_button	UNK=id UNK=widget
orange	widgets.utils.plot	OWPlotGUI	UNK	menu_button	UNK=main_action_id UNK=ids UNK=widget
orange	widgets.utils.plot	OWPlotGUI	UNK	state_buttons	UNK=orientation UNK=buttons UNK=widget UNK=nomargin
orange	widgets.utils.plot	OWPlotGUI	UNK	toolbar	UNK=widget UNK=text UNK=orientation UNK=buttons
