<tt style='background-color:#E8E8E8;'> abstract boolean <a href='http://www.php.net/manual/de/class.arrayaccess.php' stype='text-decoration'>ArrayAccess</a> :: <a href='http://www.php.net/manual/de/arrayaccess.offsetexists.php' style='text-decoration:none'> offsetExists </a> ( $offset=mixed )</tt>	Prüft ob ein offset-punkt existiert oder nicht
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.posix-setuid.php' style='text-decoration:none'> posix_setuid </a> ( $uid=int )</tt>	Setzt die reale benutzer-id uid des aktuellen prozesses
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.posix-strerror.php' style='text-decoration:none'> posix_strerror </a> ( $errno=int )</tt>	Gibt die posix system-fehlermeldung zurück die zur angegebenen fehlernummer errno gehört
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.posix-times.php' style='text-decoration:none'> posix_times </a> ( void )</tt>	Gibt informationen über die aktuelle auslastung der cpu zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.posix-ttyname.php' style='text-decoration:none'> posix_ttyname </a> ( $fd=mixed )</tt>	Gibt den absoluten pfad zum aktuellen terminal-device das mit dem dateideskriptor fd geöffnet ist als string zurück
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.posix-uname.php' style='text-decoration:none'> posix_uname </a> ( void )</tt>	Gibt informationen über das system zurück
<tt style='background-color:#E8E8E8;'> private number  <a href='http://www.php.net/manual/de/function.pow.php' style='text-decoration:none'> pow </a> ( $base=number $exp=number )</tt>	Berechnet die potenz von exp zur basis base oder kurz base exp
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.preg-filter.php' style='text-decoration:none'> preg_filter </a> ( $pattern=mixed $replacement=mixed $subject=mixed $limit=int $count=int )</tt>	Davon abgesehen dass preg_filter() bei übereinstimmungen nur möglicherweise umgewandelte) zeichenketten zurückgibt ist sie mit preg_replace() identisch
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.preg-grep.php' style='text-decoration:none'> preg_grep </a> ( $pattern=string $input=array $flags=int )</tt>	Gibt ein array zurück das aus den elementen des input -arrays besteht die auf das angegebene suchmuster pattern passen
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.preg-last-error.php' style='text-decoration:none'> preg_last_error </a> ( void )</tt>	Liefert den fehlercode der letzten pcre regex-auswertung.
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.preg-match-all.php' style='text-decoration:none'> preg_match_all </a> ( $pattern=string $subject=string $matches=array $flags=int $offset=int )</tt>	Durchsucht subject nach allen übereinstimmungen mit dem in pattern angegebenen regulären ausdruck und legt sie in der durch flags festgelegten reihenfolge in matches ab
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.preg-match.php' style='text-decoration:none'> preg_match </a> ( $pattern=string $subject=string $matches=array $flags=int $offset=int )</tt>	Durchsucht subject nach übereinstimmungen mit dem in pattern angegebenen regulären ausdruck
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.preg-quote.php' style='text-decoration:none'> preg_quote </a> ( $str=string $delimiter=string )</tt>	Setzt einen backslash vor jedes zeichen von str das zur syntax eines regulären ausdrucks gehört
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.preg-replace-callback.php' style='text-decoration:none'> preg_replace_callback </a> ( $pattern=mixed $callback=callable $subject=mixed $limit=int $count=int )</tt>	Abgesehen von der tatsache dass statt des parameters replacement ein callback angegeben werden soll ist das verhalten dieser funktion identisch zu preg_replace()
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.preg-replace.php' style='text-decoration:none'> preg_replace </a> ( $pattern=mixed $replacement=mixed $subject=mixed $limit=int $count=int )</tt>	Durchsucht die zeichenkette subject nach übereinstimmungen mit pattern und ersetzt sie mit replacement
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.preg-split.php' style='text-decoration:none'> preg_split </a> ( $pattern=string $subject=string $limit=int $flags=int )</tt>	Zerlegt die angegebene zeichenkette anhand eines regulären ausdrucks
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.prev.php' style='text-decoration:none'> prev </a> ( $array=array )</tt>	Setzt den internen arrayzeiger ein element zurück
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.print-r.php' style='text-decoration:none'> print_r </a> ( $expression=mixed $return=bool )</tt>	Zeigt informationen über eine variable in menschenlesbarer form an
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.print.php' style='text-decoration:none'> print </a> ( $arg=string )</tt>	Gibt arg aus
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.proc-close.php' style='text-decoration:none'> proc_close </a> ( $process=resource )</tt>	Entspricht pclose() außer dass die funktion nur mit prozessen arbeitet die von proc_open() gestartet wurden
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.proc-get-status.php' style='text-decoration:none'> proc_get_status </a> ( $process=resource )</tt>	Liefert daten über einen prozess der unter verwendung von proc_open() gestartet wurde
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.proc-nice.php' style='text-decoration:none'> proc_nice </a> ( $increment=int )</tt>	Ändert die priorität des aktuellen prozesses um den in increment angegebenen betrag
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.proc-open.php' style='text-decoration:none'> proc_open </a> ( $cmd=string $descriptorspec=array $pipes=array $cwd=string $env=array $other_options=array )</tt>	Ist äquivalent zu popen() ermöglicht aber einen höheren grad von kontrolle über die programmausführung
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.proc-terminate.php' style='text-decoration:none'> proc_terminate </a> ( $process=resource $signal=int )</tt>	Signalisiert dem process der mittels proc_open() gestartet wurde), dass er sich beenden soll
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.property-exists.php' style='text-decoration:none'> property_exists </a> ( $class=mixed $property=string )</tt>	Prüft ob die eigenschaft property in der angegebenen klasse existiert
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pspell-config-create.php' style='text-decoration:none'> pspell_config_create </a> ( $language=string $spelling=string $jargon=string $encoding=string )</tt>	Erzeugt eine konfiguration zum öffnen eines wörterbuchs
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pspell-config-personal.php' style='text-decoration:none'> pspell_config_personal </a> ( $dictionary_link=int $file=string )</tt>	Legt die datei fest die die persönliche wortliste enthält
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pspell-config-repl.php' style='text-decoration:none'> pspell_config_repl </a> ( $dictionary_link=int $file=string )</tt>	Legt die datei fest welche die ersetzen-paare enthält
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pspell-config-runtogether.php' style='text-decoration:none'> pspell_config_runtogether </a> ( $dictionary_link=int $flag=bool )</tt>	Diese funktion bestimmt ob zusammengesetzte wörter als erlaubte verbindungen betrachtet werden
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.pspell-config-save-repl.php' style='text-decoration:none'> pspell_config_save_repl </a> ( $dictionary_link=int $flag=bool )</tt>	Die funktion pspell_config_save_repl() bestimmt ob pspell_save_wordlist() ersetzen-paare zusammen mit der wortliste speichert
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.pspell-new.php' style='text-decoration:none'> pspell_new </a> ( $language=string $spelling=string $jargon=string $encoding=string $mode=int )</tt>	Öffnet ein neues wörterbuch und gibt die kennung des wörterbuch-links für die verwendung in anderen pspell-funktionen zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.quoted-printable-decode.php' style='text-decoration:none'> quoted_printable_decode </a> ( $str=string )</tt>	Diese funktion gibt einen 8-bit-string zurück der der konvertierung aus einem quoted-printable-string entspricht gemäß rfc2045 kapitel 6.7 aber nicht rfc2821 kapitel 4.5.2 da zusätzliche punkte am zeilenanfang nicht herausgefiltert werden)
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.quoted-printable-encode.php' style='text-decoration:none'> quoted_printable_encode </a> ( $str=string )</tt>	Gibt einen quoted printable string zurück wie in rfc2045 section 6.7 definiert
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.quotemeta.php' style='text-decoration:none'> quotemeta </a> ( $str=string )</tt>	Der inhalt von str wird mit einem rückstrich backslash \ vor jedem vorkommen von
<tt style='background-color:#E8E8E8;'> private float  <a href='http://www.php.net/manual/de/function.rad2deg.php' style='text-decoration:none'> rad2deg </a> ( $number=float )</tt>	Die funktion rechenet einen winkel number um von bogenmaß in grad
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.range.php' style='text-decoration:none'> range </a> ( $start=mixed $end=mixed $step=number )</tt>	Erstellt ein array mit einem bereich von elementen
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.rawurldecode.php' style='text-decoration:none'> rawurldecode </a> ( $str=string )</tt>	Gibt einen string zurück in dem die abfolgen beginnend mit einem prozentzeichen% gefolgt von zwei hex-werten durch ihr originäres zeichen ersetzt wurden
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.rawurlencode.php' style='text-decoration:none'> rawurlencode </a> ( $str=string )</tt>	Kodiert einen übergebenen string entsprechend rfc 3986
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.readdir.php' style='text-decoration:none'> readdir </a> ( $dir_handle=resource )</tt>	Gibt den namen des nächsten eintrags des verzeichnisses zurück
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.readfile.php' style='text-decoration:none'> readfile </a> ( $filename=string $use_include_path=bool $context=resource )</tt>	Liest den inhalt einer datei und schreibt ihn in den ausgabepuffer
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.readgzfile.php' style='text-decoration:none'> readgzfile </a> ( $filename=string $use_include_path=int )</tt>	Liest eine datei dekomprimiert sie und gibt das ergebnis auf die standardausgabe aus
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.readline-add-history.php' style='text-decoration:none'> readline_add_history </a> ( $line=string )</tt>	Diese funktion fügt eine zeile zur kommandozeilen-history hinzu
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.readline-callback-handler-install.php' style='text-decoration:none'> readline_callback_handler_install </a> ( $prompt=string $callback=callable )</tt>	Initialisiert ein readline-callback-interface gibt danach den prompt aus und springt direkt zurück
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.readline-callback-handler-remove.php' style='text-decoration:none'> readline_callback_handler_remove </a> ( void )</tt>	Entfernt den letztdefinierten callbackhandler und setzt die terminalumgebung auf die ursprungswerte zurück
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.readline-callback-read-char.php' style='text-decoration:none'> readline_callback_read_char </a> ( void )</tt>	Liest ein zeichen der benutzereingabe ein
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.readline-clear-history.php' style='text-decoration:none'> readline_clear_history </a> ( void )</tt>	Diese funktion löscht die gesamte kommandozeilen-history
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.readline-completion-function.php' style='text-decoration:none'> readline_completion_function </a> ( $function=callable )</tt>	Diese funktion registriert eine vervollständigungsfunktion
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.readline-info.php' style='text-decoration:none'> readline_info </a> ( $varname=string $newvalue=string )</tt>	Liest/setzt verschiedene interne readline-variablen
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.readline-list-history.php' style='text-decoration:none'> readline_list_history </a> ( void )</tt>	Gibt die vollständige kommandozeilen-history zurück
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.readline-on-new-line.php' style='text-decoration:none'> readline_on_new_line </a> ( void )</tt>	Informiert readline dass der cursor in eine neue zeile bewegt wurde
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.readline-read-history.php' style='text-decoration:none'> readline_read_history </a> ( $filename=string )</tt>	Diese funktion liest eine kommandozeilen-history aus einer datei
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.readline-redisplay.php' style='text-decoration:none'> readline_redisplay </a> ( void )</tt>	Zeichnet die eingabezeile neu um den bildschirm neu aufzubauen
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.readline-write-history.php' style='text-decoration:none'> readline_write_history </a> ( $filename=string )</tt>	Diese funktion schreibt die kommandozeilen-history in eine datei
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.readline.php' style='text-decoration:none'> readline </a> ( $prompt=string )</tt>	Liest eine einzelne zeile vom benutzer ein
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.readlink.php' style='text-decoration:none'> readlink </a> ( $path=string )</tt>	Ist von der funktionalität her identisch mit der c funktion readlink
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.realpath.php' style='text-decoration:none'> realpath </a> ( $path=string )</tt>	Löst alle symbolischen verweise /./, /../ und mehrere aufeinanderfolgende / zeichen die in path enthalten sind auf und gibt den so entstehenden absoluten pfad zurück
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.recode-file.php' style='text-decoration:none'> recode_file </a> ( $request=string $input=resource $output=resource )</tt>	Umkodierung der datei die durch den dateizeiger input referenziert wird in die datei output entsprechend der recode-anweisung request
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.recode-string.php' style='text-decoration:none'> recode_string </a> ( $request=string $string=string )</tt>	Der parameter string wird entsprechend der recode-anweisung request umgewandelt
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.register-shutdown-function.php' style='text-decoration:none'> register_shutdown_function </a> ( $callback=callable $parameter=mixed $...=mixed )</tt>	Registriert ein callback welches ausgeführt werden soll sobald die ausführung des scripts beendet ist oder exit() aufgerufen wurde
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.rename.php' style='text-decoration:none'> rename </a> ( $oldname=string $newname=string $context=resource )</tt>	Versucht oldname in newname umzubenennen wobei bei bedarf zwischen verzeichnissen verschoben wird
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.reset.php' style='text-decoration:none'> reset </a> ( $array=array )</tt>	Setzt den internen zeiger von array auf das erste element und gibt den wert des ersten arrayelements oder false wenn das array leer ist zurück
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.restore-error-handler.php' style='text-decoration:none'> restore_error_handler </a> ( void )</tt>	Diese funktion wird benutzt um eine mit set_error_handler() gesetzte fehlerbehandlungsfunktion wieder zurückzusetzen und zur zuvor benutzten fehlerbehandlung zurückzukehren
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.restore-exception-handler.php' style='text-decoration:none'> restore_exception_handler </a> ( void )</tt>	Diese funktion kann genutzt werdem um die installation eines exceptionhandlers mit set_exception_handler() rückgängig zu machen und den vorherigen handler wieder in kraft zu setzen entweder den eingebauten oder eine andere benutzerdefinierte funktion 
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.rewind.php' style='text-decoration:none'> rewind </a> ( $handle=resource )</tt>	Setzt den datei-positions-indikator für handle an den anfang des dateistreams
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.rewinddir.php' style='text-decoration:none'> rewinddir </a> ( $dir_handle=resource )</tt>	Setzt den mit dir_handle angegebenen verzeichnis-stream auf den anfang des verzeichnisses zurück reset 
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.rmdir.php' style='text-decoration:none'> rmdir </a> ( $dirname=string $context=resource )</tt>	Versucht das durch dirname angegebene verzeichnis zu löschen
<tt style='background-color:#E8E8E8;'> private float  <a href='http://www.php.net/manual/de/function.round.php' style='text-decoration:none'> round </a> ( $val=float $precision=int $mode=int )</tt>	Rundet den parameter val auf die mit precision angegebene anzahl von nachkommastellen
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.rsort.php' style='text-decoration:none'> rsort </a> ( $array=array $sort_flags=int )</tt>	Diese funktion sortiert ein array in umgekehrter reihenfolge vom höchsten zum niedrigsten wert)
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.rtrim.php' style='text-decoration:none'> rtrim </a> ( $str=string $character_mask=string )</tt>	Diese funktion gibt den string str zurück von dessen ende alle whitespaces entfernt wurden
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.scandir.php' style='text-decoration:none'> scandir </a> ( $directory=string $sorting_order=int $context=resource )</tt>	Gibt ein array aus dateien und verzeichnissen des aktuellen directory wieder
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.sem-acquire.php' style='text-decoration:none'> sem_acquire </a> ( $sem_identifier=resource )</tt>	Blockiert falls nötig) bis ein zugriff auf den semaphor möglich ist
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.sem-get.php' style='text-decoration:none'> sem_get </a> ( $key=int $max_acquire=int $perm=int $auto_release=int )</tt>	Liefert eine id die für den zugriff auf das system v semaphor mit dem gegebenen key benutzt werden kann
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.sem-release.php' style='text-decoration:none'> sem_release </a> ( $sem_identifier=resource )</tt>	Gibt den angegebenen semaphor frei wenn er gegenwärtig vom aufrufenden prozess gehalten wird anderenfalls wird eine warnung ausgegeben
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.sem-remove.php' style='text-decoration:none'> sem_remove </a> ( $sem_identifier=resource )</tt>	Entfernt einen mit sem_get() angelegten semaphor
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.serialize.php' style='text-decoration:none'> serialize </a> ( $value=mixed )</tt>	Erzeugt eine speicherbare repräsentation eines wertes
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.session-cache-expire.php' style='text-decoration:none'> session_cache_expire </a> ( $new_cache_expire=string )</tt>	Gibt die aktuelle einstellung von session.cache_expire zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.session-cache-limiter.php' style='text-decoration:none'> session_cache_limiter </a> ( $cache_limiter=string )</tt>	Gibt die bezeichnung der aktuellen cacheverwaltung zurück
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.session-decode.php' style='text-decoration:none'> session_decode </a> ( $data=string )</tt>	Dekodiert die mittels data übergebenen serialisierten daten der session und füllt die $_session-superglobale damit
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.session-encode.php' style='text-decoration:none'> session_encode </a> ( void )</tt>	Gibt eine serialisierte zeichenkette des inhalts der aktuellen session der in der $_session-superglobalen gespeichert ist zurück
<tt style='background-color:#E8E8E8;'> private array  <a href='http://www.php.net/manual/de/function.session-get-cookie-params.php' style='text-decoration:none'> session_get_cookie_params </a> ( void )</tt>	Liefert die parameter des session-cookie
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.session-id.php' style='text-decoration:none'> session_id </a> ( $id=string )</tt>	Wird verwendet um die session-id der aktuellen session zu erhalten oder zu setzen
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.session-is-registered.php' style='text-decoration:none'> session_is_registered </a> ( $name=string )</tt>	Überprüft ob eine globale variable in einer session registriert ist
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.session-module-name.php' style='text-decoration:none'> session_module_name </a> ( $module=string )</tt>	Gibt den namen des aktuellen session-moduls zurück
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.session-name.php' style='text-decoration:none'> session_name </a> ( $name=string )</tt>	Gibt den namen der aktuellen session zurück
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.session-regenerate-id.php' style='text-decoration:none'> session_regenerate_id </a> ( $delete_old_session=bool )</tt>	Die funktion session_regenerate_id() ersetzt die aktuelle session-id durch eine neue und übernimmt die aktuellen session-informationen
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.session-register-shutdown.php' style='text-decoration:none'> session_register_shutdown </a> ( void )</tt>	Registriert session_write_close() als eine schließ-funktion.
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.session-register.php' style='text-decoration:none'> session_register </a> ( $name=mixed $...=mixed )</tt>	Akzeptiert eine variable anzahl von argumenten die jeweils entweder eine zeichenkette sein können die den namen einer variablen trägt oder ein array das aus solchen variablennamen oder anderen arrays besteht
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.session-save-path.php' style='text-decoration:none'> session_save_path </a> ( $path=string )</tt>	Gibt den pfad des aktuellen verzeichnisses zurück das zum speichern der session-daten verwendet wird
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.session-set-cookie-params.php' style='text-decoration:none'> session_set_cookie_params </a> ( $lifetime=int $path=string $domain=string $secure=bool $httponly=bool )</tt>	Setzen der cookie-parameter die in der php.ini definiert sind
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.session-set-save-handler.php' style='text-decoration:none'> session_set_save_handler </a> ( $open=callback $close=callback $read=callback $write=callback $destroy=callback $gc=callback )</tt>	Setzt die benutzerdefinierten session-speicherfunktionen die zur speicherung und wiederherstellung von zur session gehörigen daten verwendet werden
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.session-start.php' style='text-decoration:none'> session_start </a> ( void )</tt>	Erzeugt eine session oder nimmt die aktuelle wieder auf die auf der session-kennung basiert die mit einer get- oder post-anfrage oder mit einem cookie übermittelt wurde
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.session-status.php' style='text-decoration:none'> session_status </a> ( void )</tt>	Wird für die rückgabe des status der altuellen sitzung verwendet
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.session-unregister.php' style='text-decoration:none'> session_unregister </a> ( $name=string )</tt>	Hebt die registrierung der globalen variablen namens name in der aktuellen session auf
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.session-unset.php' style='text-decoration:none'> session_unset </a> ( void )</tt>	Die funktion session_unset() löscht alle session-variablen die gegenwärtig registriert sind
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.session-write-close.php' style='text-decoration:none'> session_write_close </a> ( void )</tt>	Beendet die aktuelle session und speichert die session-daten
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.set-error-handler.php' style='text-decoration:none'> set_error_handler </a> ( $error_handler=callable $error_types=int )</tt>	Setzt eine benutzerdefinierte funktionerror_handler, um fehler in einem skript zu behandeln
<tt style='background-color:#E8E8E8;'> private callable  <a href='http://www.php.net/manual/de/function.set-exception-handler.php' style='text-decoration:none'> set_exception_handler </a> ( $exception_handler=callable )</tt>	Setzt den standardexceptionhandler für exceptions die nicht von einem try/catch block aufgefangen wurden
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.set-time-limit.php' style='text-decoration:none'> set_time_limit </a> ( $seconds=int )</tt>	Legt die zeit in sekunden fest die ein script laufen darf
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.setcookie.php' style='text-decoration:none'> setcookie </a> ( $name=string $value=string $expire=int $path=string $domain=string $secure=bool $httponly=bool )</tt>	Definiert ein mit den http header-informationen zu übertragendes cookie
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.setrawcookie.php' style='text-decoration:none'> setrawcookie </a> ( $name=string $value=string $expire=int $path=string $domain=string $secure=bool $httponly=bool )</tt>	Ist exakt das gleiche wie setcookie() bis auf die tatsache dass der wert des cookie nicht automatisch url-kodiert zum browser gesendet wird
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.settype.php' style='text-decoration:none'> settype </a> ( $var=mixed $type=string )</tt>	Legt den typ der variablen var als type fest
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.shell-exec.php' style='text-decoration:none'> shell_exec </a> ( $cmd=string )</tt>	Diese funktion ist identisch zum backtick-operator
<tt style='background-color:#E8E8E8;'> private resource  <a href='http://www.php.net/manual/de/function.shm-attach.php' style='text-decoration:none'> shm_attach </a> ( $key=int $memsize=int $perm=int )</tt>	Liefert eine id über die auf ein system v shared memory segment mit dem gegebenen key zugegriffen werden kann
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.shm-detach.php' style='text-decoration:none'> shm_detach </a> ( $shm_identifier=resource )</tt>	Beendet die anbindung an das in shm_identifier spezifizierte shared memory-segment das durch shm_attach() erstellt wurde
<tt style='background-color:#E8E8E8;'> private mixed  <a href='http://www.php.net/manual/de/function.shm-get-var.php' style='text-decoration:none'> shm_get_var </a> ( $shm_identifier=resource $variable_key=int )</tt>	Liest die variable mit dem key variable_key aus dem mit shm_identifier angegebenen shared memory segment
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.shm-put-var.php' style='text-decoration:none'> shm_put_var </a> ( $shm_identifier=resource $variable_key=int $variable=mixed )</tt>	Aktualisiert die variable variable mit dem angegebenen variable_key oder fügt sie ein sofern sie noch nicht vorhanden ist
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.shm-remove-var.php' style='text-decoration:none'> shm_remove_var </a> ( $shm_identifier=resource $variable_key=int )</tt>	Entfernt die variable mit dem angegebenen variable_key und gibt den davon belegten speicher wieder frei
<tt style='background-color:#E8E8E8;'> private void  <a href='http://www.php.net/manual/de/function.shmop-close.php' style='text-decoration:none'> shmop_close </a> ( $shmid=int )</tt>	Wird benutzt um einen gemeinsamen speicherblock zu schließen
<tt style='background-color:#E8E8E8;'> private bool  <a href='http://www.php.net/manual/de/function.shmop-delete.php' style='text-decoration:none'> shmop_delete </a> ( $shmid=int )</tt>	Wird benutzt um einen gemeinsamen speicherbereich zu löschen
<tt style='background-color:#E8E8E8;'> private int  <a href='http://www.php.net/manual/de/function.shmop-open.php' style='text-decoration:none'> shmop_open </a> ( $key=int $flags=string $mode=int $size=int )</tt>	Kann einen gemeinsamen speicherbereich erstellen oder öffnen
<tt style='background-color:#E8E8E8;'> private string  <a href='http://www.php.net/manual/de/function.shmop-read.php' style='text-decoration:none'> shmop_read </a> ( $shmid=int $start=int $count=int )</tt>	Liest einen string aus einem gemeinsam genutzten speicherblock
