ruby	core	Abbrev	UNK	abbrev	UNK=words UNK=pattern
ruby	XMLRPC	DateTime	UNK	min=	UNK=value
ruby	XMLRPC	DateTime	UNK	month=	UNK=value
ruby	XMLRPC	DateTime	UNK	sec=	UNK=value
ruby	XMLRPC	DateTime	UNK	to_a	void
ruby	XMLRPC	DateTime	UNK	to_date	void
ruby	XMLRPC	DateTime	UNK	to_time	void
ruby	XMLRPC	DateTime	UNK	year=	UNK=value
ruby	XMLRPC	FaultException	instance	new	UNK=faultCode UNK=faultString
ruby	XMLRPC	FaultException	UNK	to_h	void
ruby	XMLRPC	Marshal	UNK	load_call	UNK=stringOrReadable
ruby	XMLRPC	Marshal	UNK	load_response	UNK=stringOrReadable
ruby	XMLRPC	ModRubyServer	instance	new	UNK=a
ruby	XMLRPC	ModRubyServer	UNK	serve	void
ruby	XMLRPC	ParserWriterChooseMixin	UNK	set_parser	UNK=parser
ruby	XMLRPC	ParserWriterChooseMixin	UNK	set_writer	UNK=writer
ruby	XMLRPC	Server	instance	new	UNK=port UNK=host UNK=maxConnections UNK=stdlog UNK=audit UNK=debug UNK=a
ruby	XMLRPC	Server	UNK	serve	void
ruby	XMLRPC	Server	UNK	shutdown	void
ruby	XMLRPC	WEBrickServlet	UNK	get_valid_ip	void
ruby	XMLRPC	WEBrickServlet	UNK	set_valid_ip	UNK=ip_addr
ruby	XMLRPC	XMLParser	UNK	each_installed_parser	void
ruby	XMLRPC	XMLWriter	UNK	each_installed_writer	void
ruby	XMLRPC.Client	Proxy	instance	new	UNK=server UNK=prefix UNK=args UNK=meth UNK=delim
ruby	XMLRPC.Client	Proxy	UNK	method_missing	UNK=mid UNK=args
ruby	YAML	DBM	UNK	delete	UNK=key
ruby	YAML	DBM	UNK	delete_if	void
ruby	YAML	DBM	UNK	each_pair	void
ruby	YAML	DBM	UNK	each_value	void
ruby	YAML	DBM	UNK	fetch	UNK=key UNK=ifnone
ruby	YAML	DBM	bool	has_value?	UNK=value
ruby	YAML	DBM	hash	invert	void
ruby	YAML	DBM	string	key	UNK=value
ruby	YAML	DBM	UNK	reject	void
ruby	YAML	DBM	ydbm	replace	UNK=hash
ruby	YAML	DBM	UNK	select	void
ruby	YAML	DBM	array	shift	void
ruby	YAML	DBM	value	store	UNK=key UNK=value
ruby	YAML	DBM	array	to_a	void
ruby	YAML	DBM	hash	to_hash	void
ruby	YAML	DBM	ydbm	update	UNK=hash
ruby	YAML	DBM	UNK	values	void
ruby	YAML	DBM	UNK	values_at	UNK=keys
ruby	core	Zlib	UNK	adler32	UNK=string UNK=adler
ruby	core	Zlib	UNK	adler32_combine	UNK=adler1 UNK=adler2 UNK=len2
ruby	core	Zlib	UNK	crc32	UNK=string UNK=crc
ruby	core	Zlib	UNK	crc32_combine	UNK=crc1 UNK=crc2 UNK=len2
ruby	core	Zlib	UNK	crc_table	void
ruby	core	Zlib	UNK	deflate	UNK=string UNK=level
ruby	core	Zlib	UNK	inflate	UNK=string
ruby	core	Zlib	UNK	zlib_version	void
ruby	Zlib	Deflate	UNK	deflate	UNK=string UNK=level
ruby	Zlib	Deflate	instance	new	UNK=level UNK=window_bits UNK=mem_level UNK=strategy
ruby	Zlib	Deflate	string	flush	UNK=flush
ruby	Zlib	Deflate	UNK	initialize_copy	UNK=p1
ruby	Zlib	Deflate	UNK	params	UNK=level UNK=strategy
ruby	Zlib	Deflate	UNK	set_dictionary	UNK=string
ruby	Zlib	GzipFile	UNK	wrap	UNK=io
ruby	Zlib	GzipFile	UNK	close	void
ruby	Zlib	GzipFile	UNK	comment	void
ruby	Zlib	GzipFile	UNK	crc	void
ruby	Zlib	GzipFile	UNK	finish	void
ruby	Zlib	GzipFile	UNK	level	void
ruby	Zlib	GzipFile	UNK	mtime	void
ruby	Zlib	GzipFile	UNK	orig_name	void
ruby	Zlib	GzipFile	UNK	os_code	void
ruby	Zlib	GzipReader	instance	new	UNK=io UNK=options
ruby	Zlib	GzipReader	UNK	open	UNK=filename
ruby	Zlib	GzipReader	UNK	eof	void
ruby	Zlib	GzipReader	bool	eof?	void
ruby	Zlib	GzipReader	UNK	lineno	void
ruby	Zlib	GzipReader	UNK	lineno=	UNK=p1
ruby	Zlib	GzipReader	UNK	pos	void
ruby	Zlib	GzipReader	string,_outbuf	readpartial	UNK=maxlen UNK=outbuf
ruby	Zlib	GzipReader	UNK	rewind	void
ruby	Zlib	GzipReader	UNK	tell	void
ruby	Zlib	GzipReader	UNK	unused	void
ruby	Zlib	GzipWriter	instance	new	UNK=io UNK=level UNK=strategy UNK=options
ruby	Zlib	GzipWriter	UNK	open	UNK=filename UNK=level UNK=strategy
ruby	Zlib	GzipWriter	UNK	comment=	UNK=p1
ruby	Zlib	GzipWriter	UNK	flush	UNK=flush
ruby	Zlib	GzipWriter	UNK	mtime=	UNK=p1
ruby	Zlib	GzipWriter	UNK	orig_name=	UNK=p1
ruby	Zlib	GzipWriter	UNK	pos	void
ruby	Zlib	GzipWriter	UNK	tell	void
ruby	Zlib	Inflate	UNK	inflate	UNK=string
ruby	Zlib	Inflate	instance	new	UNK=window_bits
ruby	Zlib	Inflate	UNK	add_dictionary	UNK=string
ruby	Zlib	Inflate	UNK	set_dictionary	UNK=p1
ruby	Zlib	Inflate	UNK	sync	UNK=string
ruby	Zlib	Inflate	bool	sync_point?	void
ruby	Zlib	ZStream	UNK	adler	void
ruby	Zlib	ZStream	UNK	avail_in	void
ruby	Zlib	ZStream	UNK	avail_out	void
ruby	Zlib	ZStream	UNK	avail_out=	UNK=p1
ruby	Zlib	ZStream	UNK	close	void
ruby	Zlib	ZStream	bool	closed?	void
ruby	Zlib	ZStream	UNK	data_type	void
ruby	Zlib	ZStream	UNK	end	void
ruby	Zlib	ZStream	bool	ended?	void
ruby	Zlib	ZStream	string	finish	void
ruby	Zlib	ZStream	bool	finished?	void
ruby	Zlib	ZStream	string	flush_next_out	void
ruby	Zlib	ZStream	UNK	reset	void
ruby	Zlib	ZStream	bool	stream_end?	void
ruby	Zlib	ZStream	UNK	total_in	void
ruby	Zlib	ZStream	UNK	total_out	void
ruby	Zlib.GzipFile	Error	UNK	inspect	void
ruby	core	Array	UNK	[]	UNK=args
ruby	core	Array	instance	new	UNK=size UNK=default
ruby	core	Array	array	try_convert	UNK=obj
ruby	core	Array	ary	+	UNK=ary UNK=other_ary
ruby	core	Array	ary	<<	UNK=ary UNK=obj
ruby	core	Array	-1,_0,_+1	<=>	UNK=ary UNK=other_ary
ruby	core	Array	element_ary	assoc	UNK=obj
ruby	core	Array	obj	at	UNK=index
ruby	core	Array	elem	bsearch	void
ruby	core	Array	integer	bsearch_index	void
ruby	core	Array	ary	clear	void
ruby	core	Array	ary	collect	void
ruby	core	Array	ary	collect!	void
ruby	core	Array	ary	combination	UNK=n
ruby	core	Array	ary	compact	void
ruby	core	Array	ary	compact!	void
ruby	core	Array	ary	concat	UNK=other_ary
ruby	core	Array	integer	count	void
ruby	core	Array	UNK	cycle	UNK=n
ruby	core	Array	item	delete	UNK=obj
ruby	core	Array	obj	delete_at	UNK=index
ruby	core	Array	ary	delete_if	void
ruby	core	Array	object	dig	UNK=idx
ruby	core	Array	ary	drop	UNK=n
ruby	core	Array	ary	drop_while	void
ruby	core	Array	ary	each	void
ruby	core	Array	bool	empty?	void
ruby	core	Array	bool	eql?	UNK=other
ruby	core	Array	obj	fetch	UNK=index
ruby	core	Array	ary	fill	UNK=obj
ruby	core	Array	integer	find_index	UNK=obj
ruby	core	Array	obj	first	void
ruby	core	Array	ary	flatten	void
ruby	core	Array	ary	flatten!	void
ruby	core	Array	bool	frozen?	void
ruby	core	Array	fixnum	hash	void
ruby	core	Array	bool	include?	UNK=object
ruby	core	Array	integer	index	UNK=obj
ruby	core	Array	ary	initialize_copy	UNK=other_ary
ruby	core	Array	ary	insert	UNK=index UNK=obj...
ruby	core	Array	string	inspect	void
ruby	core	Array	string	join	UNK=separator
ruby	core	Array	ary	keep_if	void
ruby	core	Array	obj	last	void
ruby	core	Array	integer	length	void
ruby	core	Array	ary	map	void
ruby	core	Array	ary	map!	void
ruby	core	Array	string	pack	void
ruby	core	Array	ary	permutation	void
ruby	core	Array	obj	pop	void
ruby	core	Array	ary	product	UNK=other_ary
ruby	core	Array	ary	push	UNK=obj
ruby	core	Array	element_ary	rassoc	UNK=obj
ruby	core	Array	ary	reject	void
ruby	core	Array	ary	reject!	void
ruby	core	Array	ary	repeated_combination	UNK=n
ruby	core	Array	ary	repeated_permutation	UNK=n
ruby	core	Array	ary	replace	UNK=other_ary
ruby	core	Array	ary	reverse	void
ruby	core	Array	ary	reverse!	void
ruby	core	Array	integer	rindex	UNK=obj
ruby	core	Array	ary	rotate	UNK=count
ruby	core	Array	ary	rotate!	UNK=count
ruby	core	Array	obj	sample	void
ruby	core	Array	ary	select	void
ruby	core	Array	ary	select!	void
ruby	core	Array	obj	shift	void
ruby	core	Array	ary	shuffle	void
ruby	core	Array	ary	shuffle!	void
ruby	core	Array	obj	slice	UNK=index
ruby	core	Array	obj	slice!	UNK=index
ruby	core	Array	ary	sort	void
ruby	core	Array	ary	sort!	void
ruby	core	Array	ary	sort_by!	void
ruby	core	Array	ary	take	UNK=n
ruby	core	Array	ary	take_while	void
ruby	core	Array	ary	to_a	void
ruby	core	Array	ary	to_ary	void
ruby	core	Array	hash	to_h	void
ruby	core	Array	ary	transpose	void
ruby	core	Array	ary	uniq	void
ruby	core	Array	ary	uniq!	void
ruby	core	Array	ary	unshift	UNK=obj
ruby	core	Array	ary	values_at	UNK=selector
ruby	core	Array	ary	zip	UNK=arg
ruby	core	BasicObject	instance	new	void
ruby	core	BasicObject	integer	__id__	void
ruby	core	BasicObject	bool	equal?	UNK=other
ruby	core	BasicObject	obj	instance_eval	UNK=string UNK=filename UNK=lineno
ruby	core	BasicObject	obj	instance_exec	UNK=arg...
ruby	core	BasicObject	result	method_missing	UNK=symbol UNK=args
ruby	core	BasicObject	UNK	singleton_method_added	UNK=symbol
ruby	core	BasicObject	UNK	singleton_method_removed	UNK=symbol
ruby	core	BasicObject	UNK	singleton_method_undefined	UNK=symbol
ruby	core	Bignum	Numeric	%	UNK=big UNK=other
ruby	core	Bignum	numeric	**	UNK=big UNK=exponent
ruby	core	Bignum	Numeric	+	UNK=big UNK=other
ruby	core	Bignum	bool	<	UNK=big UNK=real
ruby	core	Bignum	integer	<<	UNK=big UNK=numeric
ruby	core	Bignum	bool	<=	UNK=big UNK=real
ruby	core	Bignum	-1,_0,_+1	<=>	UNK=big UNK=numeric
ruby	core	Bignum	bool	>	UNK=big UNK=real
ruby	core	Bignum	bool	>=	UNK=big UNK=real
ruby	core	Bignum	integer	>>	UNK=big UNK=numeric
ruby	core	Bignum	Bignum	abs	void
ruby	core	Bignum	integer	bit_length	void
ruby	core	Bignum	array	coerce	UNK=numeric
ruby	core	Bignum	integer	div	UNK=other
ruby	core	Bignum	bool	eql?	UNK=obj
ruby	core	Bignum	bool	even?	void
ruby	core	Bignum	float	fdiv	UNK=numeric
ruby	core	Bignum	fixnum	hash	void
ruby	core	Bignum	Bignum	magnitude	void
ruby	core	Bignum	Numeric	modulo	UNK=other
ruby	core	Bignum	bool	odd?	void
ruby	core	Bignum	number	remainder	UNK=numeric
ruby	core	Bignum	integer	size	void
ruby	core	Bignum	float	to_f	void
ruby	core	Bignum	string	to_s	UNK=base
ruby	core	Binding	obj	eval	UNK=string UNK=filename UNK=lineno
ruby	core	Binding	obj	local_variable_defined?	UNK=symbol
ruby	core	Binding	obj	local_variable_get	UNK=symbol
ruby	core	Binding	obj	local_variable_set	UNK=symbol UNK=obj
ruby	core	Binding	Array	local_variables	void
ruby	core	Binding	object	receiver	void
ruby	core	Class	a_class	new	UNK=super_class
ruby	core	Class	obj	allocate	void
ruby	core	Class	a_super_class	superclass	void
ruby	core	Class	UNK	inherited	UNK=subclass
ruby	core	Comparable	bool	<	UNK=obj UNK=other
ruby	core	Comparable	bool	<=	UNK=obj UNK=other
ruby	core	Comparable	bool	>	UNK=obj UNK=other
ruby	core	Comparable	bool	>=	UNK=obj UNK=other
ruby	core	Comparable	bool	between?	UNK=min UNK=max
ruby	core	Complex	complex	polar	UNK=abs UNK=arg
ruby	core	Complex	complex	rect	UNK=real UNK=imag
ruby	core	Complex	complex	rectangular	UNK=real UNK=imag
ruby	core	Complex	complex	**	UNK=cmp UNK=numeric
ruby	core	Complex	complex	+	UNK=cmp UNK=numeric
ruby	core	Complex	real	abs	void
ruby	core	Complex	real	abs2	void
ruby	core	Complex	float	angle	void
ruby	core	Complex	float	arg	void
ruby	core	Complex	complex	conj	void
ruby	core	Complex	complex	conjugate	void
ruby	core	Complex	integer	denominator	void
ruby	core	Complex	complex	fdiv	UNK=numeric
ruby	core	Complex	real	imag	void
ruby	core	Complex	real	imaginary	void
ruby	core	Complex	string	inspect	void
ruby	core	Complex	real	magnitude	void
ruby	core	Complex	numeric	numerator	void
ruby	core	Complex	float	phase	void
ruby	core	Complex	rational	rationalize	UNK=eps
ruby	core	Complex	real	real	void
ruby	core	Complex	bool	real?	void
ruby	core	Complex	self	to_c	void
ruby	core	Complex	float	to_f	void
ruby	core	Complex	integer	to_i	void
ruby	core	Complex	rational	to_r	void
ruby	core	Complex	string	to_s	void
ruby	core	ConditionVariable	instance	new	void
ruby	core	ConditionVariable	UNK	broadcast	void
ruby	core	ConditionVariable	UNK	signal	void
ruby	core	ConditionVariable	UNK	wait	UNK=mutex UNK=timeout
ruby	core	Continuation	UNK	call	UNK=args
ruby	core	Dir	integer	chdir	UNK=string
ruby	core	Dir	integer	chroot	UNK=string
ruby	core	Dir	integer	delete	UNK=string
ruby	core	Dir	array	entries	UNK=dirname
ruby	core	Dir	bool	exist?	UNK=file_name
ruby	core	Dir	UNK	foreach	UNK=dirname
ruby	core	Dir	string	getwd	void
ruby	core	Dir	matches	glob	UNK=pattern UNK=flags
ruby	core	Dir	string	home	void
ruby	core	Dir	integer	mkdir	UNK=string UNK=integer
ruby	core	Dir	Dir	new	UNK=string
ruby	core	Dir	Dir	open	UNK=string
ruby	core	Dir	string	pwd	void
ruby	core	Dir	integer	rmdir	UNK=string
ruby	core	Dir	integer	unlink	UNK=string
ruby	core	Dir	UNK	close	void
ruby	core	Dir	dir	each	void
ruby	core	Dir	integer	fileno	void
ruby	core	Dir	string	inspect	void
ruby	core	Dir	string	path	void
ruby	core	Dir	integer	pos	void
ruby	core	Dir	string	read	void
ruby	core	Dir	dir	rewind	void
ruby	core	Dir	integer	tell	void
ruby	core	Dir	string	to_path	void
ruby	Encoding	Converter	encoding	asciicompat_encoding	UNK=string
ruby	Encoding	Converter	instance	new	UNK=source_encoding UNK=destination_encoding
ruby	Encoding	Converter	ary	search_convpath	UNK=source_encoding UNK=destination_encoding
ruby	Encoding	Converter	string	convert	UNK=source_string
ruby	Encoding	Converter	ary	convpath	void
ruby	Encoding	Converter	encoding	destination_encoding	void
ruby	Encoding	Converter	string	finish	void
ruby	Encoding	Converter	UNK	insert_output	UNK=string
ruby	Encoding	Converter	string	inspect	void
ruby	Encoding	Converter	exception	last_error	void
ruby	Encoding	Converter	symbol	primitive_convert	UNK=source_buffer UNK=destination_buffer
ruby	Encoding	Converter	UNK	putback	UNK=p1
ruby	Encoding	Converter	string	replacement	void
ruby	Encoding	Converter	encoding	source_encoding	void
ruby	Encoding	InvalidByteSequenceError	string	destination_encoding	void
ruby	Encoding	InvalidByteSequenceError	string	destination_encoding_name	void
ruby	Encoding	InvalidByteSequenceError	string	error_bytes	void
ruby	Encoding	InvalidByteSequenceError	bool	incomplete_input?	void
ruby	Encoding	InvalidByteSequenceError	string	readagain_bytes	void
ruby	Encoding	InvalidByteSequenceError	encoding	source_encoding	void
ruby	Encoding	InvalidByteSequenceError	string	source_encoding_name	void
ruby	Encoding	UndefinedConversionError	string	destination_encoding	void
ruby	Encoding	UndefinedConversionError	string	destination_encoding_name	void
ruby	Encoding	UndefinedConversionError	string	error_char	void
ruby	Encoding	UndefinedConversionError	encoding	source_encoding	void
ruby	Encoding	UndefinedConversionError	string	source_encoding_name	void
ruby	core	Encoding	enc	compatible?	UNK=obj1 UNK=obj2
ruby	core	Encoding	enc	default_external	void
ruby	core	Encoding	enc	default_internal	void
ruby	core	Encoding	enc	find	UNK=string
ruby	core	Encoding	array	list	void
ruby	core	Encoding	string	locale_charmap	void
ruby	core	Encoding	array	name_list	void
ruby	core	Encoding	bool	ascii_compatible?	void
ruby	core	Encoding	bool	dummy?	void
ruby	core	Encoding	string	inspect	void
ruby	core	Encoding	string	name	void
ruby	core	Encoding	array	names	void
ruby	core	Encoding	encoding	replicate	UNK=name
ruby	core	Encoding	string	to_s	void
ruby	core	Enumerable	bool	all?	void
ruby	core	Enumerable	bool	any?	void
ruby	core	Enumerable	an_enumerator	chunk	void
ruby	core	Enumerable	an_enumerator	chunk_while	void
ruby	core	Enumerable	array	collect	void
ruby	core	Enumerable	array	collect_concat	void
ruby	core	Enumerable	integer	count	void
ruby	core	Enumerable	UNK	cycle	UNK=n
ruby	core	Enumerable	obj	detect	UNK=ifnone
ruby	core	Enumerable	array	drop	UNK=n
ruby	core	Enumerable	array	drop_while	void
ruby	core	Enumerable	UNK	each_cons	UNK=n
ruby	core	Enumerable	enum	each_entry	void
ruby	core	Enumerable	UNK	each_slice	UNK=n
ruby	core	Enumerable	enum	each_with_index	UNK=args
ruby	core	Enumerable	obj	each_with_object	UNK=obj) UNK={ UNK=|(args
ruby	core	Enumerable	array	entries	UNK=args
ruby	core	Enumerable	obj	find	UNK=ifnone
ruby	core	Enumerable	array	find_all	void
ruby	core	Enumerable	integer	find_index	UNK=value
ruby	core	Enumerable	obj	first	void
ruby	core	Enumerable	array	flat_map	void
ruby	core	Enumerable	array	grep	UNK=pattern
ruby	core	Enumerable	array	grep_v	UNK=pattern
ruby	core	Enumerable	a_hash	group_by	void
ruby	core	Enumerable	bool	include?	UNK=obj
ruby	core	Enumerable	obj	inject	UNK=initial UNK=sym
ruby	core	Enumerable	lazy_enumerator	lazy	void
ruby	core	Enumerable	array	map	void
ruby	core	Enumerable	obj	max	void
ruby	core	Enumerable	obj	max_by	void
ruby	core	Enumerable	bool	member?	UNK=obj
ruby	core	Enumerable	obj	min	void
ruby	core	Enumerable	obj	min_by	void
ruby	core	Enumerable	array	minmax	void
ruby	core	Enumerable	array	minmax_by	void
ruby	core	Enumerable	bool	none?	void
ruby	core	Enumerable	bool	one?	void
ruby	core	Enumerable	array	partition	void
ruby	core	Enumerable	obj	reduce	UNK=initial UNK=sym
ruby	core	Enumerable	array	reject	void
ruby	core	Enumerable	enum	reverse_each	UNK=args
ruby	core	Enumerable	array	select	void
ruby	core	Enumerable	an_enumerator	slice_after	UNK=pattern
ruby	core	Enumerable	an_enumerator	slice_before	UNK=pattern
ruby	core	Enumerable	an_enumerator	slice_when	void
ruby	core	Enumerable	array	sort	void
ruby	core	Enumerable	array	sort_by	void
ruby	core	Enumerable	array	take	UNK=n
ruby	core	Enumerable	array	take_while	void
ruby	core	Enumerable	array	to_a	UNK=args
ruby	core	Enumerable	hash	to_h	UNK=args
ruby	core	Enumerable	an_array_of_array	zip	UNK=arg
ruby	Enumerator	Lazy	instance	new	UNK=obj UNK=size
ruby	Enumerator	Lazy	a_lazy_enumerator	collect_concat	void
ruby	Enumerator	Lazy	lazy_enum	enum_for	UNK=method UNK=args
ruby	Enumerator	Lazy	a_lazy_enumerator	flat_map	void
ruby	Enumerator	Lazy	lazy_enum	to_enum	UNK=method UNK=args
ruby	core	Enumerator	instance	new	UNK=size
ruby	core	Enumerator	obj	each	void
ruby	core	Enumerator	UNK	each_with_object	UNK=obj) UNK={|(args
ruby	core	Enumerator	UNK	feed	void
ruby	core	Enumerator	string	inspect	void
ruby	core	Enumerator	object	next	void
ruby	core	Enumerator	array	next_values	void
ruby	core	Enumerator	object	peek	void
ruby	core	Enumerator	array	peek_values	void
ruby	core	Enumerator	e	rewind	void
ruby	core	Enumerator	INFINITY	size	void
ruby	core	Enumerator	UNK	with_index	UNK=offset
ruby	core	Enumerator	UNK	with_object	UNK=obj) UNK={|(args
ruby	core	ENV	Array	assoc	UNK=name
ruby	core	ENV	UNK	clear	void
ruby	core	ENV	value	delete	UNK=name
ruby	core	ENV	Hash	delete_if	void
ruby	core	ENV	Hash	each	void
ruby	core	ENV	Hash	each_key	void
ruby	core	ENV	Hash	each_pair	void
ruby	core	ENV	Hash	each_value	void
ruby	core	ENV	bool	empty?	void
ruby	core	ENV	value	fetch	UNK=name
ruby	core	ENV	bool	has_key?	UNK=name
ruby	core	ENV	bool	has_value?	UNK=value
ruby	core	ENV	bool	include?	UNK=name
ruby	core	ENV	string	inspect	void
ruby	core	ENV	Hash	invert	void
ruby	core	ENV	Hash	keep_if	void
ruby	core	ENV	name	key	UNK=value
ruby	core	ENV	bool	key?	UNK=name
ruby	core	ENV	Array	keys	void
ruby	core	ENV	UNK	length	void
ruby	core	ENV	bool	member?	UNK=name
ruby	core	ENV	UNK	rassoc	UNK=value
ruby	core	ENV	UNK	rehash	void
ruby	core	ENV	ENV	reject!	void
ruby	core	ENV	env	replace	UNK=hash
ruby	core	ENV	Hash	select	void
ruby	core	ENV	ENV	select!	void
ruby	core	ENV	Array	shift	void
ruby	core	ENV	UNK	size	void
ruby	core	ENV	value	store	UNK=name UNK=value
ruby	core	ENV	Array	to_a	void
ruby	core	ENV	hash	to_hash	void
ruby	core	ENV	"ENV	to_s	void
ruby	core	ENV	Hash	update	UNK=hash
ruby	core	ENV	bool	value?	UNK=value
ruby	core	ENV	Array	values	void
ruby	core	ENV	Array	values_at	UNK=name
ruby	core	Exception	exception	new	UNK=msg
ruby	core	Exception	array	backtrace	void
ruby	core	Exception	array	backtrace_locations	void
ruby	core	Exception	an_exception	cause	void
ruby	core	Exception	string	inspect	void
ruby	core	Exception	string	message	void
ruby	core	Exception	array	set_backtrace	UNK=backtrace
ruby	core	Exception	string	to_s	void
ruby	core	FalseClass	"false	to_s	void
ruby	core	Fiber	fiber	current	void
ruby	core	Fiber	obj	yield	UNK=args
ruby	core	Fiber	bool	alive?	void
ruby	core	Fiber	obj	resume	UNK=args
ruby	core	Fiber	obj	transfer	UNK=args
ruby	File	Stat	stat	new	UNK=file_name
ruby	File	Stat	-1,_0,_1,_	<=>	UNK=stat UNK=other_stat
ruby	File	Stat	time	atime	void
ruby	File	Stat	Time	birthtime	void
ruby	File	Stat	integer	blksize	void
ruby	File	Stat	bool	blockdev?	void
ruby	File	Stat	integer	blocks	void
ruby	File	Stat	bool	chardev?	void
ruby	File	Stat	Time	ctime	void
ruby	File	Stat	fixnum	dev	void
ruby	File	Stat	fixnum	dev_major	void
ruby	File	Stat	fixnum	dev_minor	void
ruby	File	Stat	bool	directory?	UNK=file_name
ruby	File	Stat	bool	executable?	void
ruby	File	Stat	bool	file?	void
ruby	File	Stat	string	ftype	void
ruby	File	Stat	fixnum	gid	void
ruby	File	Stat	fixnum	ino	void
ruby	File	Stat	string	inspect	void
ruby	File	Stat	fixnum	mode	void
ruby	File	Stat	Time	mtime	void
ruby	File	Stat	fixnum	nlink	void
ruby	File	Stat	bool	pipe?	void
ruby	File	Stat	fixnum	rdev	void
ruby	File	Stat	fixnum	rdev_major	void
ruby	File	Stat	fixnum	rdev_minor	void
ruby	File	Stat	bool	readable?	void
ruby	File	Stat	bool	readable_real?	void
ruby	File	Stat	bool	setgid?	void
ruby	File	Stat	bool	setuid?	void
ruby	File	Stat	fixnum	size	void
ruby	File	Stat	bool	socket?	void
ruby	File	Stat	bool	sticky?	void
ruby	File	Stat	bool	symlink?	void
ruby	File	Stat	fixnum	uid	void
ruby	File	Stat	fixnum	world_readable?	void
ruby	File	Stat	fixnum	world_writable?	void
ruby	File	Stat	bool	writable?	void
ruby	File	Stat	bool	writable_real?	void
ruby	File	Stat	bool	zero?	void
ruby	core	File	abs_file_name	absolute_path	UNK=file_name UNK=dir_string
ruby	core	File	time	atime	UNK=file_name
ruby	core	File	base_name	basename	UNK=file_name UNK=suffix
ruby	core	File	time	birthtime	UNK=file_name
ruby	core	File	bool	blockdev?	UNK=file_name
ruby	core	File	bool	chardev?	UNK=file_name
ruby	core	File	integer	chmod	UNK=mode_int UNK=file_name
ruby	core	File	integer	chown	UNK=owner_int UNK=group_int UNK=file_name
ruby	core	File	time	ctime	UNK=file_name
ruby	core	File	integer	delete	UNK=file_name
ruby	core	File	bool	directory?	UNK=file_name
ruby	core	File	dir_name	dirname	UNK=file_name
ruby	core	File	bool	executable?	UNK=file_name
ruby	core	File	bool	executable_real?	UNK=file_name
ruby	core	File	bool	exist?	UNK=file_name
ruby	core	File	abs_file_name	expand_path	UNK=file_name UNK=dir_string
ruby	core	File	string	extname	UNK=path
ruby	core	File	bool	file?	UNK=file
ruby	core	File	UNK	fnmatch	UNK=pattern UNK=path UNK=flags UNK=) UNK=→ UNK=(true UNK=or UNK=false
ruby	core	File	bool	fnmatch?	UNK=pattern UNK=path UNK=flags UNK=) UNK=→ UNK=(true UNK=or UNK=false
ruby	core	File	string	ftype	UNK=file_name
ruby	core	File	bool	grpowned?	UNK=file_name
ruby	core	File	bool	identical?	UNK=file_1 UNK=file_2
ruby	core	File	string	join	UNK=string
ruby	core	File	integer	lchmod	UNK=mode_int UNK=file_name
ruby	core	File	integer	lchown	UNK=owner_int UNK=group_int UNK=file_name UNK=..
ruby	core	File	integer	link	UNK=old_name UNK=new_name
ruby	core	File	time	mtime	UNK=file_name
ruby	core	File	file	new	UNK=filename UNK=mode UNK=opt
ruby	core	File	file	open	UNK=filename UNK=mode UNK=opt
ruby	core	File	bool	owned?	UNK=file_name
ruby	core	File	string	path	UNK=path
ruby	core	File	bool	pipe?	UNK=file_name
ruby	core	File	bool	readable?	UNK=file_name
ruby	core	File	bool	readable_real?	UNK=file_name
ruby	core	File	file_name	readlink	UNK=link_name
ruby	core	File	real_pathname	realdirpath	UNK=pathname UNK=dir_string
ruby	core	File	real_pathname	realpath	UNK=pathname UNK=dir_string
ruby	core	File	integer	rename	UNK=old_name UNK=new_name
ruby	core	File	bool	setgid?	UNK=file_name
ruby	core	File	bool	setuid?	UNK=file_name
ruby	core	File	integer	size	UNK=file_name
ruby	core	File	Integer	size?	UNK=file_name
ruby	core	File	bool	socket?	UNK=file_name
ruby	core	File	array	split	UNK=file_name
ruby	core	File	stat	stat	UNK=file_name
ruby	core	File	bool	sticky?	UNK=file_name
ruby	core	File	integer	symlink	UNK=old_name UNK=new_name
ruby	core	File	bool	symlink?	UNK=file_name
ruby	core	File	integer	truncate	UNK=file_name UNK=integer
ruby	core	File	integer	umask	void
ruby	core	File	integer	unlink	UNK=file_name
ruby	core	File	integer	utime	UNK=atime UNK=mtime UNK=file_name
ruby	core	File	fixnum	world_readable?	UNK=file_name
ruby	core	File	fixnum	world_writable?	UNK=file_name
ruby	core	File	bool	writable?	UNK=file_name
ruby	core	File	bool	writable_real?	UNK=file_name
ruby	core	File	bool	zero?	UNK=file_name
ruby	core	File	0_or_false	flock	UNK=locking_constant
ruby	core	File	filename	to_path	void
ruby	core	FileTest	bool	blockdev?	UNK=file_name
ruby	core	FileTest	bool	chardev?	UNK=file_name
ruby	core	FileTest	bool	directory?	UNK=file_name
ruby	core	FileTest	bool	executable?	UNK=file_name
ruby	core	FileTest	bool	executable_real?	UNK=file_name
ruby	core	FileTest	bool	exist?	UNK=file_name
ruby	core	FileTest	bool	file?	UNK=file
ruby	core	FileTest	bool	grpowned?	UNK=file_name
ruby	core	FileTest	bool	identical?	UNK=file_1 UNK=file_2
ruby	core	FileTest	bool	owned?	UNK=file_name
ruby	core	FileTest	bool	pipe?	UNK=file_name
ruby	core	FileTest	bool	readable?	UNK=file_name
ruby	core	FileTest	bool	readable_real?	UNK=file_name
