multipart	represents l{_multipartmessagestructure} i{multipart/*} message structure
record	rename domain responsible protocol list unchanged authority formatted freeform single domain-name pass consists non-terminal null pointer exchange canonical specific wire group l{_userrecord} zone record authoritative data destination system member redirection forwarder ipv4 dns marks policy mail semantically start l{_shadowrecord} 1035 map l{userdatabase} description information l{shadowdatabase} ipv6 structurally mailbox host user address known shadow encapsulate holds types service definition resource name database cell well location server rfc alias person text unknown nameserver afs
fds	systemd provides descriptors access l{listenfds} file inherited
ui	used console key chat gui object notifications true/false client ui verification questions ask post
verification	useful verification error
called	cancel already-called tried event
impl	none zipimport e default wrapper implementation importer ipathimportmapper zipimporter
pop3message	requested deleted control-flow indicates internal error message
hellman	parameters exchange generation required key representation diffie-hellman
unjellyable	unjelly inherit convenience c{setstatefor} directly method
abstract	arp domain protocol ip abstract accounts datagram-oriented implementation subclass volatile attribute l{ifilepath}; udp @cvar completed pickling implementing base designed icmp class must e g maildir-backed list remove mixed transports
parser	set protocol stream text parses parser c{*args} l{istreamclientendpointstringparserwithreactor}, parsing streaming tcp6serverendpoint l{hostnameendpoint} responses codes headers l{wrapclienttls} except machine handles l{istreamclientendpointstringparserwithreactor} haproxyserverendpoint irc type occurs box http string receiver exception finite-state ansi boxes sip proxy records i{systemd} class thrown received convert endpoint like c{**kwargs} messages server formatted client l{istreamserverendpointstringparser} error
char	given reference separate dom character numeric representation
as	directed towards remote another reference locally object effects behavior useful emulating class
warning	represents exception l{ireactorprocess may occurs emitted spawnprocess} system teardown one instance warning way setup python (l{warnings}) l{_warning} called
exist	directory doesn't exist
at	completion produces matches forms action :
file	select() protocol producer c{write()} caused rotated existing l{zipfile decisions l{readfile}, l{filebodyproducer} implementation writes produces send file-based username/password override input localtime non good handle around read midnight l{ifilepath}; zipfile variants represents resource like deflated turns bytes translates plain respond observer sends 'downwards' l{knownhostsfile} direct authority service bare superclass operated ssh/known_hosts asynchronously transport ftp factory subclass access everything written behave minimal dcc objects compressed address path configuration come logging socket extension getting receive connection base receiver existent zipfile} changes raised coverage simple within text-based instances unix chunks loaded message log zip structured negative wrapper mis-use gives files attempted completed delivers trying must write-file-like look permits l{iunixtransport prompts openssh-format stream sendfiledescriptor} abstract parser higher-level incrementally reads file archive contents monitoring make discards uncompressed write also events used may object l{filepassworddb} ~/ representation data class weakly calls database daily (although alias client filesystem directory entry consumer non-interpreted file-like
iperspective	aspects relationship n per*spec*tive : subject
saslincorrect	incorrect sasl base64 encoding
iknown	openssh-formatted entry c{known_hosts} l{iknownhostentry} file
check	topfile version stream 0 checking number initializer 1 thing minimum whether checkout checks common
socksv4incoming	building incoming connections class protocols utility
nscontext	xml mapping prefixes namespaces document onto
machine	outgoing endpoint state machine connection maintaining single
cacheable	cached instance
no	code reactor don't deprecating found} interpreter redirect trying writes l{responsefailed} l{staticproducer} input local 'no c{exception} non represents none boxes cannot entity entire name found exists l{interfaces module specified l{none} port currently factory current state version got method use ipushproducer}, host statinfo value', identifiable could trial connection existent can't raised owned header marker given certificate create returns passed c{location} empty function route failure no-op remote l{errorpage} exception made l{noresource} c{buildprotocol} install called want abstract pid file documents specialization field l{istreamclientendpoint} used http object pair response i{not peers attempt request without command
authoritative	c{name given name failed authoritative class server type} indicates lookup records matching
eq	implements c{__eq__} c{__ne__} mixin
itlstransport	tls tcp midstream supports switching transport
httpparser	http processing handles parsing l{httpparser} suitable side
storage	storing inewsstorage asynchronous news pickles trivial newsstorage flaws implementation contains generally compatibility twisted's instead numerous reason interface using class articles backwards -- db-api inherit requesting unsuitable implement
tcpserver	interface endpoint tcp server
invalid	parsing raised signify conf jid sentence pass pid known_hosts used interpreted known rpc (i file specified protocol jabber parsed contents string one provided given error incorrectly unknown deprecated header system invalid port authentication valid ipv4 provides ipv6 expected neither improperly local arguments authtype someone tried tcp6 python didn't use dot-separated inetd objects user internal address services logging configuration network exception e name plugin argument checksum could required list foreign formatted tcp4 either l{loglevel} entry path identifier proxy
application	fork shed based like unix-specific things privileges object pid application running maintain helps file avoids applicationrunner config
int16string	strings int16-prefixed receiver
sslacceptable	tls representation acceptable ciphers connections
lookup	transaction dictlookupfactory factory single used dict class utility
pidfound	found pid file
tlsrequired	tls negotiation exception support required server indicating security transport
test	files raised testcase}s l{testcase}) unittest testing results whatever one warning l{testsuite} pass return find unit write accumulates testresult indicate teardown (either pyunit current failed c{run} adapt trial memory usage suite wrapped several decorators method function occurs tests run extend reporter far emitted l{testresult} standard test base overrideable library's atom cases placeholder class decorator log exception minimize universe inside modules remove l{testcase} testcase -- consistently l{twisted c{testsuite} itestcase setup
ns	authoritative nameserver
pop3error	pop3 errors base class
sshchannel	represents connection ssh multiplexed class channel
sshagent	protocol equivalent agent server client ssh side
flattener	object curly l{keyflattener} keys things format within occurred parsed computes pep-3101-style flattening error l{string strings braces
iregistry	url logical->physical allows mapping registration
directory	raised exists runner supported exist another specified children doesn't appear working currently content vcs shouldn't print resources available run repository lists test user scripts using resource serves l{resourcescriptdirectory} filesystem directory
hostnames	hostnames complete
augmentation	implementation db-api twisted's asynchronous using newsstorage
registry	available web domain made object dynamic twisted content simplistic file-based internal registry specific componentized
a6	address ipv6
authorities	set l{openssl list represented explicitly specified certificates trust
iencodable	decoded object something file interface encoded
ihostname	resolve name series l{iaddress} number l{ihostnameresolver} objects host port
lmx	xml creation easy
pool	represent generalizes work http dispatched database db-api persistent connections 0 compliant 2 functionality hopefully threads class pool
saslinitiating	sasl authentication performs stream initializer
ibox	appropriately receive object send application objects dispatch l{ampbox} transport
remote	raised cache useful reference able string-ified identify something publishable wrap reraise emulating l{remotecache} message whose reverse-reference end copyable locally peer's local method used means object wrong effects copy l{cacheable} class translucent exception remote indicates serialized type connection transmitted behavior error representation went side can't
algorithm	l{_ifixedgroupkexalgorithm} l{_igroupexchangekexalgorithm} group generator encryption / actually describes elliptic l{_ikexalgorithm} exchange l{_iellipticcurveexchangekexalgorithm} uses key encrypt prime algorithm anything curve server client fixed
iproxy	container header parser streaming handles proxy protocol data headers
serialized	marker pre-serialized dom class xml
consumer	requirement methods producer l{interfaces implementations middle rate enforces file total ftp combines l{iconsumer} data writes length mix written various take c{registerproducer} man issue finish around get track interfaces wraps producers buffer proxy input l{_iprocesstransportwithconsumerandproducer} exact care c{consumer} keeping finite work shapes c{unregisterproducer} receives act consumer producerconsumerproxy
interval	given "instants" list amount intervals sleep time generate
curve	elliptic algorithm exchange l{_iellipticcurveexchangekexalgorithm} curve client describes uses key server
moderation	easy-to-use get messages sending storage inherit method c{notifymoderators} implementations care class take
daily	log rotated midnight daily file localtime
smtpmanaged	l{smtpmanagedrelayer} managed create smtp factory relayer
initiating	stream component feature initializer server-side authentication base external initializers entity class initiating
time	saving reactor back instances daylight timezone methods datetime} readable send machine form 868 encodes offset represents c{datetime rfc without time implement fixed
push	used producer l{interfaces adapter no-op ipushproducer}, streaming version converts non-streaming abstract
resolution	represents given recursive in-progress hostname l{ihostresolution} dns query resolution name
esmtprelayer	esmtp relayers base class
serializer	buffer tree element internal class serializes
asyncio	running top l{asyncio reactor selectoreventloop}
